n,jobtype,time limit,method,muloss,lr,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,LD,10,Exact,False,0.002,5,15,0.02939535677433014,0.0281620305031538,0.013088338077068329,0.02037871815264225,0.018432190641760826,0.010750406421720982
50,LD,60,Exact,False,0.002,5,15,0.02938212640583515,0.02812017872929573,0.013089562766253948,0.020362259820103645,0.018448177725076675,0.010750864632427692
50,LD,300,Exact,False,0.002,5,15,0.029369277879595757,0.028070958331227303,0.013081969693303108,0.020354898646473885,0.01844952069222927,0.010752586647868156
50,LD,600,Exact,False,0.002,5,15,0.029350811801850795,0.028047192841768265,0.012821323337012521,0.02034988906052895,0.01844619121402502,0.010751171325202664
50,SG,10,Exact,False,0.002,20,10,0.028817374259233475,0.027813704684376717,0.012888223864138126,0.020257549360394478,0.01832278072834015,0.010766580700874329
50,SG,60,Exact,False,0.002,20,10,0.028817374259233475,0.027813704684376717,0.012888223864138126,0.020257549360394478,0.01832278072834015,0.010766580700874329
50,SG,300,Exact,False,0.002,20,10,0.028817374259233475,0.027813704684376717,0.012888223864138126,0.020257549360394478,0.01832278072834015,0.010766580700874329
50,SG,600,Exact,False,0.002,20,10,0.028817374929785727,0.027813704684376717,0.012627828557930383,0.02025755025241524,0.018325375393033028,0.010766042768530541
50,SG,10,Exact,False,0.002,20,20,0.029016468673944473,0.027580467984080315,0.013199911452829838,0.020148251205682755,0.01824779063463211,0.010748345404863358
50,SG,60,Exact,False,0.002,20,20,0.029016468673944473,0.027580467984080315,0.013199911452829838,0.020148251205682755,0.01824779063463211,0.010748345404863358
50,SG,300,Exact,False,0.002,20,20,0.029016468673944473,0.027580467984080315,0.013199911452829838,0.020148251205682755,0.01824779063463211,0.010748345404863358
50,SG,600,Exact,False,0.002,20,20,0.0290164690092206,0.027580467984080315,0.012933219030119356,0.020148251992301084,0.018247926607728004,0.010747807867503192
