n,jobtype,time limit,method,muloss,lr,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,classic,10,IMLE,True,0.001,5,15,0.07814870774745941,0.07618413120508194,0.024840237572789192,0.07597839087247849,0.06873099505901337,0.026307670399546623
50,classic,60,IMLE,True,0.001,5,15,0.07814870029687881,0.07618413120508194,0.024840237572789192,0.07597839087247849,0.06873099505901337,0.026307670399546623
50,classic,300,IMLE,True,0.001,5,15,0.020513353869318962,0.018132098019123077,0.011810633353888988,0.02497614547610283,0.024559322744607925,0.013088466599583626
50,classic,600,IMLE,True,0.001,5,15,0.02439176822081208,0.023833008483052254,0.013238715019583288,0.01776451260887552,0.015988193452358246,0.010638731460586432
50,classic,10,IMLE,True,0.0005,5,15,0.12738542258739471,0.11605270951986313,0.04024879261851311,0.11597362160682678,0.10211608558893204,0.039204202592372894
50,classic,60,IMLE,True,0.0005,5,15,0.1273854374885559,0.11605270951986313,0.04024879261851311,0.11597362160682678,0.10211608558893204,0.039204202592372894
50,classic,300,IMLE,True,0.0005,5,15,0.029168233275413513,0.023675670847296715,0.013011317700147629,0.03352450206875801,0.034662581980228424,0.014309984631836414
50,classic,600,IMLE,True,0.0005,5,15,0.0248389901407063,0.024847231805324554,0.01286123436973969,0.018694229606818408,0.016954944469034672,0.010785451665096037
50,classic,10,IMLE,True,0.002,5,15,0.03709261864423752,0.03413527458906174,0.014155810698866844,0.04106079041957855,0.039389144629240036,0.016241276636719704
50,classic,60,IMLE,True,0.002,5,15,0.03709262236952782,0.03413527458906174,0.014155810698866844,0.04106079041957855,0.039389144629240036,0.016241276636719704
50,classic,300,IMLE,True,0.002,5,15,0.019379083067178726,0.017411839216947556,0.011507000774145126,0.024397704750299454,0.023975329473614693,0.013491539284586906
50,classic,600,IMLE,True,0.002,5,15,0.02450648883357644,0.024152018129825592,0.01341193012923559,0.017626096296380275,0.015818966552615166,0.010612146070074133
50,classic,10,IMLE,True,0.01,5,15,0.019350724294781685,0.01749388687312603,0.011494158767163754,0.024270961061120033,0.02376711554825306,0.013215836137533188
50,classic,60,IMLE,True,0.01,5,15,0.019350722432136536,0.01749388687312603,0.011494158767163754,0.024270961061120033,0.02376711554825306,0.013215836137533188
50,classic,300,IMLE,True,0.01,5,15,0.019136887043714523,0.017497161403298378,0.011379648931324482,0.024540528655052185,0.023951979354023933,0.01391190942376852
50,classic,600,IMLE,True,0.01,5,15,0.024540530014783145,0.023951979354023933,0.013630832020708302,0.01759989152729977,0.015805399976670742,0.010597790039834484
50,SG,10,Exact,True,0.0005,20,20,0.13594965636730194,0.12532654404640198,0.04509790241718292,0.1477905958890915,0.14260216057300568,0.04268940910696983
50,SG,60,Exact,True,0.0005,20,20,0.03093087486922741,0.02929561212658882,0.013689186424016953,0.02334527298808098,0.021313700824975967,0.011765392497181892
50,SG,300,Exact,True,0.0005,20,20,0.03093087486922741,0.02929561212658882,0.013689186424016953,0.02334527298808098,0.021313700824975967,0.011765392497181892
50,SG,600,Exact,True,0.0005,20,20,0.030930872410535812,0.02929561212658882,0.01341260886016135,0.02334527246642392,0.02131444774568081,0.011764804509076833
50,SG,10,Exact,True,0.01,20,10,0.032391343265771866,0.03275861591100693,0.013178825378417969,0.02444874681532383,0.02272704802453518,0.01171744056046009
50,SG,60,Exact,True,0.01,20,10,0.0318962000310421,0.031268298625946045,0.012844755314290524,0.024039089679718018,0.022116921842098236,0.011704965494573116
50,SG,300,Exact,True,0.01,20,10,0.0318962000310421,0.031268298625946045,0.012844755314290524,0.024039089679718018,0.022116921842098236,0.011704965494573116
50,SG,600,Exact,True,0.01,20,10,0.0318961988016963,0.031268298625946045,0.012585238469521136,0.02403909096128773,0.022117153741419315,0.011704379905905853
50,LD,10,Exact,True,0.01,5,15,0.030297517776489258,0.02871805615723133,0.013708694837987423,0.021925922483205795,0.019999640062451363,0.010952269658446312
50,LD,60,Exact,True,0.01,5,15,0.029079388827085495,0.028440725058317184,0.012894416227936745,0.02068919688463211,0.018825622275471687,0.010804187506437302
50,LD,300,Exact,True,0.01,5,15,0.029079388827085495,0.028440725058317184,0.012894416227936745,0.02068919688463211,0.018825622275471687,0.010804187506437302
50,LD,600,Exact,True,0.01,5,15,0.02907939001917839,0.028440725058317184,0.012633895951054196,0.02068919818010181,0.01882924698293209,0.01080364768462082
50,LD,10,Exact,False,0.01,5,15,0.029209911823272705,0.02807655557990074,0.012850719504058361,0.020551379770040512,0.01862037181854248,0.010742757469415665
50,LD,60,Exact,False,0.01,5,15,0.029209911823272705,0.02807655557990074,0.012850719504058361,0.020551379770040512,0.01862037181854248,0.010742757469415665
50,LD,300,Exact,False,0.01,5,15,0.029209911823272705,0.02807655557990074,0.012850719504058361,0.020551379770040512,0.01862037181854248,0.010742757469415665
50,LD,600,Exact,False,0.01,5,15,0.029209913127124308,0.02807655557990074,0.01259108251552025,0.02055137967087794,0.018622668460011482,0.010742220109644415
50,classic,10,IMLE,True,0.1,5,15,0.01924840360879898,0.017420778051018715,0.011317134834825993,0.024794314056634903,0.023778516799211502,0.013979007489979267
50,classic,60,IMLE,True,0.1,5,15,0.01924840360879898,0.017420778051018715,0.011317134834825993,0.024794314056634903,0.023778516799211502,0.013979007489979267
50,classic,300,IMLE,True,0.1,5,15,0.019047485664486885,0.017428020015358925,0.01127693708986044,0.025122852995991707,0.023349307477474213,0.014046295545995235
50,classic,600,IMLE,True,0.1,5,15,0.02512285241857171,0.023349307477474213,0.013762503087002633,0.017725043669354637,0.01599023211747408,0.010579264532984084
50,classic,10,SPOPlus,True,0.1,5,15,0.03386031091213226,0.03184065595269203,0.013981380499899387,0.03812654688954353,0.037960827350616455,0.016176825389266014
