n,jobtype,time limit,method,muloss,lr,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,classic,10,IMLE,True,0.01,5,15,0.019359774887561798,0.017334476113319397,0.011550965718925,0.024471282958984375,0.024538250640034676,0.013586674816906452
50,classic,60,IMLE,True,0.01,5,15,0.01935977302491665,0.017334476113319397,0.011550965718925,0.024471282958984375,0.024538250640034676,0.013586674816906452
50,classic,300,IMLE,True,0.01,5,15,0.01921197585761547,0.017652560025453568,0.011443914845585823,0.024656936526298523,0.023500481620430946,0.013865628279745579
50,classic,600,IMLE,True,0.01,5,15,0.02454749858006835,0.023799413815140724,0.013713964390738586,0.017598409271112177,0.015790504403412342,0.010598978357836183
50,classic,10,SPOPlus,True,0.002,5,15,0.022406741976737976,0.02045203000307083,0.012508501298725605,0.028290707617998123,0.02738570049405098,0.014312619343400002
50,classic,60,SPOPlus,True,0.002,5,15,0.019959399476647377,0.01891203783452511,0.011279158294200897,0.025233734399080276,0.023806490004062653,0.01364144403487444
50,classic,300,SPOPlus,True,0.002,5,15,0.019786596298217773,0.018522830680012703,0.011506512761116028,0.025243274867534637,0.024255113676190376,0.013950007036328316
50,classic,600,SPOPlus,True,0.002,5,15,0.024935929793864487,0.024501003324985504,0.013980843448969292,0.017769671709393153,0.016006684862077236,0.010620188058669898
50,MSE,10,MSE,True,0.002,5,15,0.03242810443043709,0.029399709776043892,0.014921382069587708,0.0232243575155735,0.021207550540566444,0.011344406753778458
50,MSE,60,MSE,True,0.002,5,15,0.03242810443043709,0.029399709776043892,0.014921382069587708,0.0232243575155735,0.021207550540566444,0.011344406753778458
50,MSE,300,MSE,True,0.002,5,15,0.03242810443043709,0.029399709776043892,0.014921382069587708,0.0232243575155735,0.021207550540566444,0.011344406753778458
50,MSE,600,MSE,True,0.002,5,15,0.03242810528725386,0.029399709776043892,0.014619908695618257,0.023224357279762627,0.02120835892856121,0.011343839532558752
50,LD,10,Exact,True,0.002,5,15,0.030844202265143394,0.03021240234375,0.012762471102178097,0.022755619138479233,0.020957564935088158,0.01136719435453415
50,LD,60,Exact,True,0.002,5,15,0.030844202265143394,0.03021240234375,0.012762471102178097,0.022755619138479233,0.020957564935088158,0.01136719435453415
50,LD,300,Exact,True,0.002,5,15,0.030844202265143394,0.03021240234375,0.012762471102178097,0.022755619138479233,0.020957564935088158,0.01136719435453415
50,LD,600,Exact,True,0.002,5,15,0.030844203792512417,0.03021240234375,0.012504617219284154,0.022755616786889733,0.020958304405212402,0.01136662594129784
50,SG,10,Exact,True,0.002,20,10,0.03221733495593071,0.03165764361619949,0.012737846933305264,0.024034325033426285,0.022118795663118362,0.012029456906020641
50,SG,60,Exact,True,0.002,20,10,0.031826380640268326,0.030680228024721146,0.012945283204317093,0.02392084337770939,0.02204006165266037,0.011751517653465271
50,SG,300,Exact,True,0.002,20,10,0.031826380640268326,0.030680228024721146,0.012945283204317093,0.02392084337770939,0.02204006165266037,0.011751517653465271
50,SG,600,Exact,True,0.002,20,10,0.031826380789279934,0.030680228024721146,0.012683735295141035,0.023920841534435747,0.022041152231395245,0.011750929687655376
50,SG,10,Exact,True,0.002,20,20,0.03735949471592903,0.03543451800942421,0.015677034854888916,0.030583631247282028,0.028487829491496086,0.014241743832826614
50,SG,60,Exact,True,0.002,20,20,0.031680528074502945,0.03180651366710663,0.01314151007682085,0.02382591925561428,0.021876132115721703,0.012049335986375809
50,SG,300,Exact,True,0.002,20,20,0.031680528074502945,0.03180651366710663,0.01314151007682085,0.02382591925561428,0.021876132115721703,0.012049335986375809
50,SG,600,Exact,True,0.002,20,20,0.03168052677065134,0.03180651366710663,0.012875998025096456,0.02382592099600006,0.021876174956560135,0.012048733251855412
