n,jobtype,time limit,method,muloss,lr,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,LD,10,Exact,False,0.002,5,15,0.029169149696826935,0.02819599024951458,0.01289071049541235,0.020475367084145546,0.018522389233112335,0.010695524513721466
50,LD,60,Exact,False,0.002,5,15,0.029169149696826935,0.02819599024951458,0.01289071049541235,0.020475367084145546,0.018522389233112335,0.010695524513721466
50,LD,300,Exact,False,0.002,5,15,0.029169149696826935,0.02819599024951458,0.01289071049541235,0.020475367084145546,0.018522389233112335,0.010695524513721466
50,LD,600,Exact,False,0.002,5,15,0.029169149957597257,0.02819599024951458,0.012630264865578429,0.02047536816613283,0.01852282229810953,0.010694990082129884
50,SG,10,Exact,False,0.002,20,10,0.028799626976251602,0.028012530878186226,0.0129504119977355,0.0203059334307909,0.01838008128106594,0.010769970715045929
50,SG,60,Exact,False,0.002,20,10,0.028799626976251602,0.028012530878186226,0.0129504119977355,0.0203059334307909,0.01838008128106594,0.010769970715045929
50,SG,300,Exact,False,0.002,20,10,0.028799626976251602,0.028012530878186226,0.0129504119977355,0.0203059334307909,0.01838008128106594,0.010769970715045929
50,SG,600,Exact,False,0.002,20,10,0.028799626417458056,0.028012530878186226,0.012688760260554327,0.020305933413654567,0.018381355330348015,0.010769431967729554
50,SG,10,Exact,False,0.002,20,20,0.028998803347349167,0.027783507481217384,0.012951322831213474,0.02036694623529911,0.01849828101694584,0.010791261680424213
50,SG,60,Exact,False,0.002,20,20,0.028998803347349167,0.027783507481217384,0.012951322831213474,0.02036694623529911,0.01849828101694584,0.010791261680424213
50,SG,300,Exact,False,0.002,20,20,0.028998803347349167,0.027783507481217384,0.012951322831213474,0.02036694623529911,0.01849828101694584,0.010791261680424213
50,SG,600,Exact,False,0.002,20,20,0.02899880412966013,0.027783507481217384,0.0126896532506147,0.020366945343022233,0.01849851105362177,0.010790721707746632
