n,jobtype,time limit,method,muloss,lr,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,LD,10,Exact,False,0.002,5,15,0.028806978836655617,0.02722698450088501,0.012920400127768517,0.02014072984457016,0.018243562430143356,0.01072936225682497
50,LD,60,Exact,False,0.002,5,15,0.028806978836655617,0.02722698450088501,0.012920400127768517,0.02014072984457016,0.018243562430143356,0.01072936225682497
50,LD,300,Exact,False,0.002,5,15,0.028806978836655617,0.02722698450088501,0.012920400127768517,0.02014072984457016,0.018243562430143356,0.01072936225682497
50,LD,600,Exact,False,0.002,5,15,0.02880697913467884,0.02722698450088501,0.012659354913234784,0.020140730832796543,0.018247175961732864,0.010728826036888368
50,SG,10,Exact,False,0.002,20,10,0.028988447040319443,0.02789429947733879,0.012891462072730064,0.020339548587799072,0.01839453913271427,0.010773095302283764
50,SG,60,Exact,False,0.002,20,10,0.028988447040319443,0.02789429947733879,0.012891462072730064,0.020339548587799072,0.01839453913271427,0.010773095302283764
50,SG,300,Exact,False,0.002,20,10,0.028988447040319443,0.02789429947733879,0.012891462072730064,0.020339548587799072,0.01839453913271427,0.010773095302283764
50,SG,600,Exact,False,0.002,20,10,0.028988447897136213,0.02789429947733879,0.012631001856759055,0.020339548080670646,0.018396729603409767,0.01077255672463465
50,SG,10,Exact,False,0.002,20,20,0.02871839702129364,0.028315342962741852,0.013245953246951103,0.020102640613913536,0.018167318776249886,0.010711274109780788
50,SG,60,Exact,False,0.002,20,20,0.02871839702129364,0.028315342962741852,0.013245953246951103,0.020102640613913536,0.018167318776249886,0.010711274109780788
50,SG,300,Exact,False,0.002,20,20,0.02871839702129364,0.028315342962741852,0.013245953246951103,0.020102640613913536,0.018167318776249886,0.010711274109780788
50,SG,600,Exact,False,0.002,20,20,0.02871839787811041,0.028315342962741852,0.012978330244688136,0.020102641464001498,0.018168114125728607,0.010710738142289742
