n,jobtype,time limit,method,muloss,lr,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,LD,10,Exact,False,0.002,5,15,0.029023852199316025,0.027743255719542503,0.013206372037529945,0.020257046446204185,0.018411049619317055,0.010721584782004356
50,LD,60,Exact,False,0.002,5,15,0.029023852199316025,0.027743255719542503,0.013206372037529945,0.020257046446204185,0.018411049619317055,0.010721584782004356
50,LD,300,Exact,False,0.002,5,15,0.029023852199316025,0.027743255719542503,0.013206372037529945,0.020257046446204185,0.018411049619317055,0.010721584782004356
50,LD,600,Exact,False,0.002,5,15,0.029023853316903114,0.027743255719542503,0.012939549454154617,0.02025704786228016,0.018411407247185707,0.010721048502246549
50,SG,10,Exact,False,0.002,20,10,0.028605878353118896,0.02734748087823391,0.012719168327748775,0.020285991951823235,0.018361611291766167,0.010767125524580479
50,SG,60,Exact,False,0.002,20,10,0.028605878353118896,0.02734748087823391,0.012719168327748775,0.020285991951823235,0.018361611291766167,0.010767125524580479
50,SG,300,Exact,False,0.002,20,10,0.028605878353118896,0.02734748087823391,0.012719168327748775,0.020285991951823235,0.018361611291766167,0.010767125524580479
50,SG,600,Exact,False,0.002,20,10,0.028605876304209233,0.02734748087823391,0.012462189126784023,0.020285994039988146,0.018362953327596188,0.010766586999789045
50,SG,10,Exact,False,0.002,20,20,0.028341103345155716,0.02756793051958084,0.013026908040046692,0.019885564222931862,0.018053889274597168,0.010627319104969501
50,SG,60,Exact,False,0.002,20,20,0.028341103345155716,0.02756793051958084,0.013026908040046692,0.019885564222931862,0.018053889274597168,0.010627319104969501
50,SG,300,Exact,False,0.002,20,20,0.028341103345155716,0.02756793051958084,0.013026908040046692,0.019885564222931862,0.018053889274597168,0.010627319104969501
50,SG,600,Exact,False,0.002,20,20,0.028341103494167328,0.02756793051958084,0.012763711029574843,0.0198855633093277,0.01805403921753168,0.010626787597462028
