n,jobtype,time limit,method,muloss,lr,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,classic,10,IMLE,True,0.01,5,15,0.01930207759141922,0.017690956592559814,0.011385837569832802,0.024549055844545364,0.02436361275613308,0.013291883282363415
50,classic,60,IMLE,True,0.01,5,15,0.01930207572877407,0.017690956592559814,0.011385837569832802,0.024549055844545364,0.02436361275613308,0.013291883282363415
50,classic,300,IMLE,True,0.01,5,15,0.019095657393336296,0.017554525285959244,0.011346721090376377,0.024600649252533913,0.02393202856183052,0.013919228687882423
50,classic,600,IMLE,True,0.01,5,15,0.02460064919665456,0.02393202856183052,0.013638003506818607,0.01759303956242511,0.01576914545148611,0.010597009023856052
50,classic,10,SPOPlus,True,0.002,5,15,0.021662408486008644,0.020160367712378502,0.011770345270633698,0.026677988469600677,0.025298379361629486,0.014552044682204723
50,classic,60,SPOPlus,True,0.002,5,15,0.02020532451570034,0.018895046785473824,0.011580114252865314,0.025840913876891136,0.02504931576550007,0.013939017429947853
50,classic,300,SPOPlus,True,0.002,5,15,0.019823908805847168,0.01865033060312271,0.011503738351166248,0.025269297882914543,0.02438552863895893,0.014019223861396313
50,classic,600,SPOPlus,True,0.002,5,15,0.025048465356230735,0.02436811849474907,0.013870893471151089,0.017931450967991258,0.01618186943233013,0.010637109937424718
50,LD,10,Exact,True,0.002,5,15,0.031003722921013832,0.02932519093155861,0.013161513023078442,0.022863952443003654,0.02102995291352272,0.011420725844800472
50,LD,60,Exact,True,0.002,5,15,0.030989358201622963,0.0292510949075222,0.013045347295701504,0.02275816723704338,0.020823219791054726,0.011386623606085777
50,LD,300,Exact,True,0.002,5,15,0.03095421753823757,0.02913910336792469,0.01306556910276413,0.022730987519025803,0.02079676277935505,0.011383671313524246
50,LD,600,Exact,True,0.002,5,15,0.030929254740476607,0.029142217710614204,0.01279324149789945,0.022699164034100248,0.020760691724717617,0.01137362806254665
50,MSE,10,MSE,True,0.002,5,15,0.032546330243349075,0.029453624039888382,0.014940012246370316,0.023254163563251495,0.021240318194031715,0.011420058086514473
50,MSE,60,MSE,True,0.002,5,15,0.032546330243349075,0.029453624039888382,0.014940012246370316,0.023254163563251495,0.021240318194031715,0.011420058086514473
50,MSE,300,MSE,True,0.002,5,15,0.032546330243349075,0.029453624039888382,0.014940012246370316,0.023254163563251495,0.021240318194031715,0.011420058086514473
50,MSE,600,MSE,True,0.002,5,15,0.0325463317707181,0.029453624039888382,0.014638162845706544,0.02325416401242837,0.021240821108222008,0.011419487257736475
50,SG,10,Exact,True,0.002,20,10,0.032116442918777466,0.031591009348630905,0.01303838100284338,0.023912306874990463,0.022021738812327385,0.011691215448081493
50,SG,60,Exact,True,0.002,20,10,0.032116442918777466,0.031591009348630905,0.01303838100284338,0.023912306874990463,0.022021738812327385,0.011691215448081493
50,SG,300,Exact,True,0.002,20,10,0.0320373997092247,0.0299762561917305,0.013321462087333202,0.023557567968964577,0.021603049710392952,0.011825400404632092
50,SG,600,Exact,True,0.002,20,10,0.03203740261495113,0.0299762561917305,0.013052313468095378,0.023557569411885925,0.02160430420190096,0.011824809553534713
50,SG,10,Exact,True,0.002,20,20,0.032357215881347656,0.030684685334563255,0.013346349820494652,0.02398991398513317,0.0221147108823061,0.011901461519300938
50,SG,60,Exact,True,0.002,20,20,0.03234158456325531,0.03019322082400322,0.013085676357150078,0.023779092356562614,0.021872594952583313,0.011779614724218845
50,SG,300,Exact,True,0.002,20,20,0.03215600550174713,0.03022684156894684,0.013320094905793667,0.02361227013170719,0.021640686318278313,0.011868933215737343
50,SG,600,Exact,True,0.002,20,20,0.03215600926429033,0.03022684156894684,0.013050974502114168,0.02361226832366083,0.02164128329604864,0.011868339874805218
