n,jobtype,time limit,method,n_samples,lambda_imle,sigma,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,classic,10,SPOPlus,,,,5,15,0.25832968950271606,0.25796061754226685,0.06986643373966217,0.24155773222446442,0.24802535772323608,0.0707036629319191
50,classic,60,SPOPlus,,,,5,15,0.25832968950271606,0.25796061754226685,0.06986643373966217,0.24155773222446442,0.24802535772323608,0.0707036629319191
50,classic,300,SPOPlus,,,,5,15,0.0204672459512949,0.018845638260245323,0.01141077745705843,0.025665676221251488,0.024524405598640442,0.013515560887753963
50,classic,600,SPOPlus,,,,5,15,0.025665675308555364,0.024524405598640442,0.013242491304784167,0.019011188743216917,0.0172893600538373,0.010685627432043428
50,MSE,10,MSE,,,,5,15,0.032156385481357574,0.02966037206351757,0.014959822408854961,0.023082459345459938,0.0210725124925375,0.011278443969786167
50,MSE,60,MSE,,,,5,15,0.032156385481357574,0.02966037206351757,0.014959822408854961,0.023082459345459938,0.0210725124925375,0.011278443969786167
50,MSE,300,MSE,,,,5,15,0.032156385481357574,0.02966037206351757,0.014959822408854961,0.023082459345459938,0.0210725124925375,0.011278443969786167
50,MSE,600,MSE,,,,5,15,0.032156387344002724,0.02966037206351757,0.014657572279776324,0.023082461859053,0.021072594448924065,0.01127788016256162
50,SG,10,Exact,,,,20,10,0.02963007241487503,0.02748638205230236,0.013186839409172535,0.020434629172086716,0.018454408273100853,0.010920325294137001
50,SG,60,Exact,,,,20,10,0.028816571459174156,0.027893399819731712,0.012896540574729443,0.020257486030459404,0.01832626946270466,0.010769050568342209
50,SG,300,Exact,,,,20,10,0.028816571459174156,0.027893399819731712,0.012896540574729443,0.020257486030459404,0.01832626946270466,0.010769050568342209
50,SG,600,Exact,,,,20,10,0.028816570937633516,0.027893399819731712,0.012635977352303925,0.020257484706980175,0.01832679472863674,0.010768511967826909
50,SG,10,Exact,,,,20,20,0.0365036278963089,0.03693870082497597,0.014661683700978756,0.02730647288262844,0.025485659018158913,0.012750968337059021
50,SG,60,Exact,,,,20,20,0.029011011123657227,0.02764667198061943,0.01320519857108593,0.02014748938381672,0.01824815571308136,0.010750280693173409
50,SG,300,Exact,,,,20,20,0.029011011123657227,0.02764667198061943,0.01320519857108593,0.02014748938381672,0.01824815571308136,0.010750280693173409
50,SG,600,Exact,,,,20,20,0.02901101127266884,0.02764667198061943,0.012938399121629295,0.020147490446595476,0.0182484807446599,0.010749742956107084
