n,jobtype,time limit,method,n_samples,lambda_imle,sigma,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,classic,10,SPOPlus,,,,5,15,0.2260734587907791,0.22510159015655518,0.05647709220647812,0.22152146697044373,0.21551856398582458,0.06266792118549347
50,classic,60,SPOPlus,,,,5,15,0.22607344388961792,0.22510159015655518,0.05647709220647812,0.22152146697044373,0.21551856398582458,0.06266792118549347
50,classic,300,SPOPlus,,,,5,15,0.020466137677431107,0.019072188064455986,0.011418293230235577,0.025710882619023323,0.024707527831196785,0.013513084501028061
50,classic,600,SPOPlus,,,,5,15,0.02571088470518589,0.024707527831196785,0.013240064659853439,0.019015618957648986,0.01729828678071499,0.010686849208265578
50,MSE,10,MSE,,,,5,15,0.03228641301393509,0.02974351868033409,0.01474465150386095,0.023259179666638374,0.0212415624409914,0.01134487520903349
50,MSE,60,MSE,,,,5,15,0.03228641301393509,0.02974351868033409,0.01474465150386095,0.023259179666638374,0.0212415624409914,0.01134487520903349
50,MSE,300,MSE,,,,5,15,0.03228641301393509,0.02974351868033409,0.01474465150386095,0.023259179666638374,0.0212415624409914,0.01134487520903349
50,MSE,600,MSE,,,,5,15,0.03228641178458929,0.02974351868033409,0.014446749321248634,0.023259178240178154,0.021243351511657238,0.01134430827305237
50,SG,10,Exact,,,,20,10,0.028936367481946945,0.028207998722791672,0.012888488359749317,0.020257070660591125,0.018362250179052353,0.010841501876711845
50,SG,60,Exact,,,,20,10,0.028611857444047928,0.028202049434185028,0.012875852175056934,0.020237894728779793,0.01834537461400032,0.010790104046463966
50,SG,300,Exact,,,,20,10,0.028611857444047928,0.028202049434185028,0.012875852175056934,0.020237894728779793,0.01834537461400032,0.010790104046463966
50,SG,600,Exact,,,,20,10,0.028611858449876307,0.028202049434185028,0.012615707037801367,0.020237895083171316,0.01834617368876934,0.010789564462981089
50,SG,10,Exact,,,,20,20,0.03360748291015625,0.03189496695995331,0.014089995063841343,0.025927798822522163,0.02415486052632332,0.012385426089167595
50,SG,60,Exact,,,,20,20,0.028207583352923393,0.02690177410840988,0.013202772475779057,0.019868601113557816,0.01801774464547634,0.010705982334911823
50,SG,300,Exact,,,,20,20,0.028207583352923393,0.02690177410840988,0.013202772475779057,0.019868601113557816,0.01801774464547634,0.010705982334911823
50,SG,600,Exact,,,,20,20,0.02820758182555437,0.02690177410840988,0.01293602219615007,0.01986859935100656,0.018017765134572983,0.010705447087231628
