n,jobtype,time limit,method,n_samples,lambda_imle,sigma,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,SG,10,Exact,,,,10,10,0.033444587141275406,0.031359124928712845,0.013738724403083324,0.025998815894126892,0.02423897199332714,0.012400595471262932
50,SG,60,Exact,,,,10,10,0.02844635397195816,0.027712535113096237,0.01266738586127758,0.020221877843141556,0.018294107168912888,0.01080386433750391
50,SG,300,Exact,,,,10,10,0.02844635397195816,0.027712535113096237,0.01266738586127758,0.020221877843141556,0.018294107168912888,0.01080386433750391
50,SG,600,Exact,,,,10,10,0.02844635222107172,0.027712535113096237,0.012411452737127572,0.020221878916211425,0.0182952294126153,0.010803324074286838
50,LD,10,Exact,,,,5,15,0.029089655727148056,0.028277026489377022,0.012512080371379852,0.020422061905264854,0.018572043627500534,0.010708846151828766
50,LD,60,Exact,,,,5,15,0.029089655727148056,0.028277026489377022,0.012512080371379852,0.020422061905264854,0.018572043627500534,0.010708846151828766
50,LD,300,Exact,,,,5,15,0.029089655727148056,0.028277026489377022,0.012512080371379852,0.020422061905264854,0.018572043627500534,0.010708846151828766
50,LD,600,Exact,,,,5,15,0.029089654870331286,0.028277026489377022,0.012259285066916939,0.020422061713924633,0.018572579137980938,0.010708311119722546
50,SG,10,Exact,,,,10,20,0.22152146697044373,0.21551856398582458,0.06266792118549347,0.22542662918567657,0.2210959792137146,0.05998639762401581
50,SG,60,Exact,,,,10,20,0.02839413471519947,0.027412839233875275,0.013336624018847942,0.019895130768418312,0.018029261380434036,0.010744710452854633
50,SG,300,Exact,,,,10,20,0.02839413471519947,0.027412839233875275,0.013336624018847942,0.019895130768418312,0.018029261380434036,0.010744710452854633
50,SG,600,Exact,,,,10,20,0.028394131734967232,0.027412839233875275,0.01306716912998156,0.01989513015856501,0.018030822277069092,0.010744173558865392
50,SG,10,Exact,,,,1,20,0.22152146697044373,0.21551856398582458,0.06266792118549347,0.22542662918567657,0.2210959792137146,0.05998639762401581
50,SG,60,Exact,,,,1,20,0.22152146697044373,0.21551856398582458,0.06266792118549347,0.22542662918567657,0.2210959792137146,0.05998639762401581
50,SG,300,Exact,,,,1,20,0.03049810230731964,0.03049706295132637,0.01386547926813364,0.022338896989822388,0.020527029410004616,0.011025424115359783
50,SG,600,Exact,,,,1,20,0.030098085142672062,0.029946306720376015,0.013606525922374322,0.02179520479696803,0.019939514808356762,0.010933205101281396
50,SG,10,Exact,,,,1,10,0.22152146697044373,0.21551856398582458,0.06266792118549347,0.22542662918567657,0.2210959792137146,0.05998639762401581
50,SG,60,Exact,,,,1,10,0.03852790221571922,0.03853297233581543,0.014892715029418468,0.031690750271081924,0.030004821717739105,0.013688044622540474
50,SG,300,Exact,,,,1,10,0.028732378035783768,0.027600932866334915,0.013464977033436298,0.020126793533563614,0.018193649128079414,0.010794462636113167
50,SG,600,Exact,,,,1,10,0.028732379488646983,0.027600932866334915,0.013192928890320879,0.020126795150130057,0.018193939700722694,0.010793922970132194
50,SG,10,Exact,,,,20,10,0.028936367481946945,0.028207998722791672,0.012888488359749317,0.020257070660591125,0.018362250179052353,0.010841501876711845
50,SG,60,Exact,,,,20,10,0.028611857444047928,0.028202049434185028,0.012875852175056934,0.020237894728779793,0.01834537461400032,0.010790104046463966
50,SG,300,Exact,,,,20,10,0.028611857444047928,0.028202049434185028,0.012875852175056934,0.020237894728779793,0.01834537461400032,0.010790104046463966
50,SG,600,Exact,,,,20,10,0.028611858449876307,0.028202049434185028,0.012615707037801367,0.020237895083171316,0.01834617368876934,0.010789564462981089
50,SG,10,Exact,,,,20,20,0.03360748291015625,0.03189496695995331,0.014089995063841343,0.025927798822522163,0.02415486052632332,0.012385426089167595
50,SG,60,Exact,,,,20,20,0.02821413241326809,0.026895057410001755,0.013201807625591755,0.019868018105626106,0.0180185716599226,0.010705625638365746
50,SG,300,Exact,,,,20,20,0.02821413241326809,0.026895057410001755,0.013201807625591755,0.019868018105626106,0.0180185716599226,0.010705625638365746
50,SG,600,Exact,,,,20,20,0.028214134015142917,0.026895057410001755,0.012935076967578,0.019868018024461344,0.01801970135420561,0.010705089972145868
50,SG,10,Exact,,,,5,10,0.22152146697044373,0.21551856398582458,0.06266792118549347,0.22542662918567657,0.2210959792137146,0.05998639762401581
50,SG,60,Exact,,,,5,10,0.02835146151483059,0.02694663032889366,0.013244791887700558,0.019893769174814224,0.018007924780249596,0.01078595407307148
50,SG,300,Exact,,,,5,10,0.02835146151483059,0.02694663032889366,0.013244791887700558,0.019893769174814224,0.018007924780249596,0.01078595407307148
50,SG,600,Exact,,,,5,10,0.028351459912955762,0.02694663032889366,0.012977192652815574,0.019893768870434723,0.0180082144215703,0.010785415131423703
50,SG,10,Exact,,,,5,20,0.22152146697044373,0.21551856398582458,0.06266792118549347,0.22542662918567657,0.2210959792137146,0.05998639762401581
50,SG,60,Exact,,,,5,20,0.028646646067500114,0.0270930714905262,0.013433316722512245,0.02011539228260517,0.01820565015077591,0.010836106725037098
50,SG,300,Exact,,,,5,20,0.028646646067500114,0.0270930714905262,0.013433316722512245,0.02011539228260517,0.01820565015077591,0.010836106725037098
50,SG,600,Exact,,,,5,20,0.02864664427936077,0.0270930714905262,0.01316190900618904,0.020115392054803668,0.01821018196642399,0.010835564986039114
