n,jobtype,time limit,method,n_samples,lambda_imle,sigma,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,classic,10,SPOPlus,,,,5,15,0.2319817692041397,0.2225179672241211,0.06770582497119904,0.21867191791534424,0.22717399895191193,0.07073614746332169
50,classic,60,SPOPlus,,,,5,15,0.2319817990064621,0.2225179672241211,0.06770582497119904,0.21867191791534424,0.22717399895191193,0.07073614746332169
50,classic,300,SPOPlus,,,,5,15,0.02046114020049572,0.019206475466489792,0.011433328501880169,0.025732509791851044,0.024587491527199745,0.013509179465472698
50,classic,600,SPOPlus,,,,5,15,0.025732509046792983,0.024587491527199745,0.013236238347208797,0.019008967640530318,0.017298061400651932,0.010687600024811636
50,MSE,10,MSE,,,,5,15,0.032144948840141296,0.02906000427901745,0.01473972387611866,0.023215442895889282,0.021162929013371468,0.011326082050800323
50,MSE,60,MSE,,,,5,15,0.032144948840141296,0.02906000427901745,0.01473972387611866,0.023215442895889282,0.021162929013371468,0.011326082050800323
50,MSE,300,MSE,,,,5,15,0.032144948840141296,0.02906000427901745,0.01473972387611866,0.023215442895889282,0.021162929013371468,0.011326082050800323
50,MSE,600,MSE,,,,5,15,0.0321449488773942,0.02906000427901745,0.014441921072176466,0.023215443023620174,0.02116537746042013,0.011325515582939146
50,SG,10,Exact,,,,20,10,0.029545705765485764,0.02810674160718918,0.013217005878686905,0.020397687330842018,0.01842159405350685,0.010901732370257378
50,SG,60,Exact,,,,20,10,0.02877933904528618,0.027591831982135773,0.012901012785732746,0.02025715261697769,0.01833042874932289,0.010762831196188927
50,SG,300,Exact,,,,20,10,0.02877933904528618,0.027591831982135773,0.012901012785732746,0.02025715261697769,0.01833042874932289,0.010762831196188927
50,SG,600,Exact,,,,20,10,0.028779340051114558,0.027591831982135773,0.012640359608159266,0.020257151332427746,0.018334757536649704,0.010762293421423383
50,SG,10,Exact,,,,20,20,0.03214713931083679,0.03317663073539734,0.013485971838235855,0.024262413382530212,0.022486981004476547,0.011133677326142788
50,SG,60,Exact,,,,20,20,0.028871411457657814,0.02824331633746624,0.013115414418280125,0.020060665905475616,0.018152963370084763,0.010814221575856209
50,SG,300,Exact,,,,20,20,0.028871411457657814,0.02824331633746624,0.013115414418280125,0.020060665905475616,0.018152963370084763,0.010814221575856209
50,SG,600,Exact,,,,20,20,0.028871413432061673,0.02824331633746624,0.012850429614197509,0.020060664995596743,0.018156660720705986,0.010813680443225848
