n,jobtype,time limit,method,n_samples,lambda_imle,sigma,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,SG,10,Exact,,,,10,10,0.0332031287252903,0.035755641758441925,0.015063450671732426,0.023884886875748634,0.02184504270553589,0.01226325798779726
50,SG,60,Exact,,,,10,10,0.02800232730805874,0.02706727385520935,0.012819766066968441,0.0201779305934906,0.018288902938365936,0.010793263092637062
50,SG,300,Exact,,,,10,10,0.02800232730805874,0.02706727385520935,0.012819766066968441,0.0201779305934906,0.018288902938365936,0.010793263092637062
50,SG,600,Exact,,,,10,10,0.02800232496112585,0.02706727385520935,0.012560754519359493,0.02017793107406469,0.01828972902148962,0.010792723566761277
50,LD,10,Exact,,,,5,15,0.029321637004613876,0.027836604043841362,0.013039659708738327,0.020356299355626106,0.01848362572491169,0.010742456652224064
50,LD,60,Exact,,,,5,15,0.029321637004613876,0.027836604043841362,0.013039659708738327,0.020356299355626106,0.01848362572491169,0.010742456652224064
50,LD,300,Exact,,,,5,15,0.029321637004613876,0.027836604043841362,0.013039659708738327,0.020356299355626106,0.01848362572491169,0.010742456652224064
50,LD,600,Exact,,,,5,15,0.029321635887026787,0.027836604043841362,0.012776204672374978,0.020356298923143185,0.018485638312995434,0.010741919117620492
50,SG,10,Exact,,,,10,20,0.18488088250160217,0.1718224138021469,0.06430258601903915,0.2072494626045227,0.2005363404750824,0.060866355895996094
50,SG,60,Exact,,,,10,20,0.027982531115412712,0.027320679277181625,0.013202114030718803,0.019979072734713554,0.018047651275992393,0.010757816024124622
50,SG,300,Exact,,,,10,20,0.027982531115412712,0.027320679277181625,0.013202114030718803,0.019979072734713554,0.018047651275992393,0.010757816024124622
50,SG,600,Exact,,,,10,20,0.027982527911663054,0.027320679277181625,0.01293537731186131,0.019979074620106257,0.018047979101538658,0.01075727828729713
50,SG,10,Exact,,,,1,10,0.18488088250160217,0.1718224138021469,0.06430258601903915,0.2072494626045227,0.2005363404750824,0.060866355895996094
50,SG,60,Exact,,,,1,10,0.0373460128903389,0.039000071585178375,0.015844330191612244,0.027444379404187202,0.025260455906391144,0.013056179508566856
50,SG,300,Exact,,,,1,10,0.028488917276263237,0.028108246624469757,0.013462219387292862,0.02009880170226097,0.018212750554084778,0.01084702555090189
50,SG,600,Exact,,,,1,10,0.02848891630768776,0.028108246624469757,0.013190226959568396,0.020098801647964865,0.01821534801274538,0.010846483007115758
50,SG,10,Exact,,,,1,20,0.18488088250160217,0.1718224138021469,0.06430258601903915,0.2072494626045227,0.2005363404750824,0.060866355895996094
50,SG,60,Exact,,,,1,20,0.18488088250160217,0.1718224138021469,0.06430258601903915,0.2072494626045227,0.2005363404750824,0.060866355895996094
50,SG,300,Exact,,,,1,20,0.031238971278071404,0.03162290155887604,0.01407462265342474,0.022074684500694275,0.020017877221107483,0.011197324842214584
50,SG,600,Exact,,,,1,20,0.030734044089913367,0.03066943772137165,0.013729458783699057,0.021701035596989094,0.019601086154580116,0.011103403966693124
50,SG,10,Exact,,,,20,10,0.028545847162604332,0.027265194803476334,0.013054360635578632,0.02036295086145401,0.018427785485982895,0.010892705991864204
50,SG,60,Exact,,,,20,10,0.028545847162604332,0.027265194803476334,0.013054360635578632,0.02036295086145401,0.018427785485982895,0.010892705991864204
50,SG,300,Exact,,,,20,10,0.028545847162604332,0.027265194803476334,0.013054360635578632,0.02036295086145401,0.018427785485982895,0.010892705991864204
50,SG,600,Exact,,,,20,10,0.028545845560729505,0.027265194803476334,0.01279060930779896,0.020362951868772506,0.01842791773378849,0.010892161266220158
50,SG,10,Exact,,,,20,20,0.033493395894765854,0.0346791110932827,0.015443499200046062,0.02400081604719162,0.021918421611189842,0.012358404695987701
50,SG,60,Exact,,,,20,20,0.027810800820589066,0.027230190113186836,0.01311313547194004,0.01996098831295967,0.018084842711687088,0.010701713152229786
50,SG,300,Exact,,,,20,20,0.027810800820589066,0.027230190113186836,0.01311313547194004,0.01996098831295967,0.018084842711687088,0.010701713152229786
50,SG,600,Exact,,,,20,20,0.027810802422463893,0.027230190113186836,0.012848196524676402,0.019960988254798577,0.018085665069520473,0.010701178137504342
50,SG,10,Exact,,,,5,10,0.18488088250160217,0.1718224138021469,0.06430258601903915,0.2072494626045227,0.2005363404750824,0.060866355895996094
50,SG,60,Exact,,,,5,10,0.02791745215654373,0.02731345035135746,0.01302902027964592,0.019999226555228233,0.018065502867102623,0.010789602063596249
50,SG,300,Exact,,,,5,10,0.02791745215654373,0.02731345035135746,0.01302902027964592,0.019999226555228233,0.018065502867102623,0.010789602063596249
50,SG,600,Exact,,,,5,10,0.02791745152324438,0.02731345035135746,0.012765780660332321,0.01999922387972474,0.018073206767439842,0.010789062430967188
50,SG,10,Exact,,,,5,20,0.18488088250160217,0.1718224138021469,0.06430258601903915,0.2072494626045227,0.2005363404750824,0.060866355895996094
50,SG,60,Exact,,,,5,20,0.028354628011584282,0.027770690619945526,0.013371801935136318,0.020108379423618317,0.018192842602729797,0.010835179127752781
50,SG,300,Exact,,,,5,20,0.028354628011584282,0.027770690619945526,0.013371801935136318,0.020108379423618317,0.018192842602729797,0.010835179127752781
50,SG,600,Exact,,,,5,20,0.028354628197848796,0.027770690619945526,0.013101637109478408,0.020108378870645538,0.018194555304944515,0.010834636956471612
