n,jobtype,time limit,method,n_samples,lambda_imle,sigma,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,classic,10,SPOPlus,,,,5,15,0.20819664001464844,0.2015010267496109,0.05329370126128197,0.20294462144374847,0.20335476100444794,0.07523809373378754
50,classic,60,SPOPlus,,,,5,15,0.20819664001464844,0.2015010267496109,0.05329370126128197,0.20294462144374847,0.20335476100444794,0.07523809373378754
50,classic,300,SPOPlus,,,,5,15,0.020477183163166046,0.018884021788835526,0.011405345052480698,0.025701219215989113,0.02430211752653122,0.013490197248756886
50,classic,600,SPOPlus,,,,5,15,0.02570121856406331,0.02430211752653122,0.01321764004535138,0.019028330199245828,0.017286394722759724,0.010684313381309127
50,MSE,10,MSE,,,,5,15,0.031698036938905716,0.029813293367624283,0.014717758633196354,0.022686505690217018,0.02063966728746891,0.011221307329833508
50,MSE,60,MSE,,,,5,15,0.031698036938905716,0.029813293367624283,0.014717758633196354,0.022686505690217018,0.02063966728746891,0.011221307329833508
50,MSE,300,MSE,,,,5,15,0.031698036938905716,0.029813293367624283,0.014717758633196354,0.022686505690217018,0.02063966728746891,0.011221307329833508
50,MSE,600,MSE,,,,5,15,0.03169803500175476,0.029813293367624283,0.014420399230622346,0.022686504802154377,0.020640884526073933,0.011220746326790158
50,SG,10,Exact,,,,20,10,0.029467182233929634,0.027965625748038292,0.013415652327239513,0.02045157179236412,0.018489180132746696,0.010891675017774105
50,SG,60,Exact,,,,20,10,0.028994889929890633,0.02788276970386505,0.01289368886500597,0.020339615643024445,0.018395714461803436,0.010773707181215286
50,SG,300,Exact,,,,20,10,0.028994889929890633,0.02788276970386505,0.01289368886500597,0.020339615643024445,0.018395714461803436,0.010773707181215286
50,SG,600,Exact,,,,20,10,0.028994886167347432,0.02788276970386505,0.012633183554334664,0.020339613617467694,0.018396147526800632,0.01077316863358178
50,SG,10,Exact,,,,20,20,0.03262481838464737,0.03216072916984558,0.014353985898196697,0.023462781682610512,0.021275898441672325,0.011412407271564007
50,SG,60,Exact,,,,20,20,0.028755655512213707,0.02836158685386181,0.013242381624877453,0.02010035701096058,0.018171673640608788,0.010706224478781223
50,SG,300,Exact,,,,20,20,0.028755655512213707,0.02836158685386181,0.013242381624877453,0.02010035701096058,0.018171673640608788,0.010706224478781223
50,SG,600,Exact,,,,20,20,0.028755653351545334,0.02836158685386181,0.012974831490085091,0.02010035653486848,0.018171741627156734,0.010705689493163143
