n,jobtype,time limit,method,n_samples,lambda_imle,sigma,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,classic,10,IMLE,1,10,1,5,15,0.2103860080242157,0.207175612449646,0.06518546491861343,0.18488088250160217,0.1718224138021469,0.06430258601903915
50,classic,60,IMLE,1,10,1,5,15,0.2103860229253769,0.207175612449646,0.06518546491861343,0.18488088250160217,0.1718224138021469,0.06430258601903915
50,classic,300,IMLE,1,10,1,5,15,0.2103860080242157,0.207175612449646,0.06518546491861343,0.18488088250160217,0.1718224138021469,0.06430258601903915
50,classic,600,IMLE,1,10,1,5,15,0.024472835808992385,0.024195285513997078,0.013390000100612011,0.01764195746750338,0.015850546769797802,0.010614305192715744
50,classic,10,SPOPlus,,,,5,15,0.2103860080242157,0.207175612449646,0.06518546491861343,0.18488088250160217,0.1718224138021469,0.06430258601903915
50,classic,60,SPOPlus,,,,5,15,0.2103860229253769,0.207175612449646,0.06518546491861343,0.18488088250160217,0.1718224138021469,0.06430258601903915
50,classic,300,SPOPlus,,,,5,15,0.020478826016187668,0.018931133672595024,0.011389253661036491,0.025656377896666527,0.024518869817256927,0.01344945840537548
50,classic,600,SPOPlus,,,,5,15,0.025656379889696837,0.024518869817256927,0.013177723964413893,0.019042624839185736,0.01729646511375904,0.010689970583168581
50,SG,10,Exact,,,,10,10,0.03421362116932869,0.03550216183066368,0.01461135782301426,0.026217514649033546,0.02413635142147541,0.012387977913022041
50,SG,60,Exact,,,,10,10,0.031141364946961403,0.030522584915161133,0.013459001667797565,0.023732099682092667,0.021785542368888855,0.011945635080337524
50,SG,300,Exact,,,,10,10,0.031141364946961403,0.030522584915161133,0.013459001667797565,0.023732099682092667,0.021785542368888855,0.011945635080337524
50,SG,600,Exact,,,,10,10,0.031141363382339478,0.030522584915161133,0.013187074217598115,0.02373210090054199,0.021786444820463657,0.011945037515369676
50,LD,10,Exact,,,,5,15,0.0303446464240551,0.029701270163059235,0.01291729137301445,0.022490624338388443,0.020627517253160477,0.011393779888749123
50,LD,60,Exact,,,,5,15,0.0303446464240551,0.029701270163059235,0.01291729137301445,0.022490624338388443,0.020627517253160477,0.011393779888749123
50,LD,300,Exact,,,,5,15,0.0303446464240551,0.029701270163059235,0.01291729137301445,0.022490624338388443,0.020627517253160477,0.011393779888749123
50,LD,600,Exact,,,,5,15,0.03034464582800865,0.029701270163059235,0.012656309273883457,0.022490624164650218,0.020628001540899277,0.011393209979868956
50,SG,10,Exact,,,,10,20,0.18488088250160217,0.1718224138021469,0.06430258601903915,0.2072494626045227,0.2005363404750824,0.060866355895996094
50,SG,60,Exact,,,,10,20,0.03081069514155388,0.030371325090527534,0.013327832333743572,0.023566219955682755,0.021542293950915337,0.011907110922038555
50,SG,300,Exact,,,,10,20,0.03081069514155388,0.030371325090527534,0.013327832333743572,0.023566219955682755,0.021542293950915337,0.011907110922038555
50,SG,600,Exact,,,,10,20,0.030810695365071295,0.030371325090527534,0.013058555236871076,0.02356622085380368,0.021542513743042946,0.011906515815496989
50,MSE,10,MSE,,,,5,15,0.0324256606400013,0.02970132604241371,0.014774899929761887,0.023403147235512733,0.021395232528448105,0.011564552783966064
50,MSE,60,MSE,,,,5,15,0.0324256606400013,0.02970132604241371,0.014774899929761887,0.023403147235512733,0.021395232528448105,0.011564552783966064
50,MSE,300,MSE,,,,5,15,0.0324256606400013,0.02970132604241371,0.014774899929761887,0.023403147235512733,0.021395232528448105,0.011564552783966064
50,MSE,600,MSE,,,,5,15,0.032425663098692895,0.02970132604241371,0.014476386466764546,0.023403146084863692,0.021395251154899597,0.011563974423783166
50,SG,10,Exact,,,,1,10,0.18488088250160217,0.1718224138021469,0.06430258601903915,0.2072494626045227,0.2005363404750824,0.060866355895996094
50,SG,60,Exact,,,,1,10,0.03798266500234604,0.03853537514805794,0.015575595200061798,0.029473992064595222,0.02734367735683918,0.01297203078866005
50,SG,300,Exact,,,,1,10,0.030813099816441536,0.02958056703209877,0.013515130616724491,0.023306969553232193,0.021237950772047043,0.01169950794428587
50,SG,600,Exact,,,,1,10,0.030813099518418312,0.02958056703209877,0.013242069420885107,0.023306970552541315,0.02124294824898243,0.011698923214939032
50,SG,10,Exact,,,,1,20,0.18488088250160217,0.1718224138021469,0.06430258601903915,0.2072494626045227,0.2005363404750824,0.060866355895996094
50,SG,60,Exact,,,,1,20,0.18488088250160217,0.1718224138021469,0.06430258601903915,0.2072494626045227,0.2005363404750824,0.060866355895996094
50,SG,300,Exact,,,,1,20,0.032375823706388474,0.029495844617486,0.013846921734511852,0.02405228652060032,0.022046919912099838,0.011547870934009552
50,SG,600,Exact,,,,1,20,0.03196733381599188,0.029227612540125847,0.013374648591903703,0.023672857237281276,0.021623969078063965,0.011522235248697965
50,SG,10,Exact,,,,20,10,0.03148304298520088,0.030534686520695686,0.01318005658686161,0.024071773514151573,0.02204042673110962,0.012074030004441738
50,SG,60,Exact,,,,20,10,0.03148304298520088,0.030534686520695686,0.01318005658686161,0.024071773514151573,0.02204042673110962,0.012074030004441738
50,SG,300,Exact,,,,20,10,0.03148304298520088,0.030534686520695686,0.01318005658686161,0.024071773514151573,0.02204042673110962,0.012074030004441738
50,SG,600,Exact,,,,20,10,0.031483043879270554,0.030534686520695686,0.01291376567399315,0.024071771919052118,0.022041290067136288,0.012073426699287912
50,SG,10,Exact,,,,20,20,0.03442321717739105,0.03494686633348465,0.014950994402170181,0.026223810389637947,0.02414867654442787,0.012408843263983727
50,SG,60,Exact,,,,20,20,0.030773231759667397,0.03073962591588497,0.013212435878813267,0.0236447025090456,0.021674927324056625,0.011844192631542683
50,SG,300,Exact,,,,20,20,0.030773231759667397,0.03073962591588497,0.013212435878813267,0.0236447025090456,0.021674927324056625,0.011844192631542683
50,SG,600,Exact,,,,20,20,0.030773230604827406,0.03073962591588497,0.0129454905624371,0.023644702202756888,0.02167793083935976,0.011843600218083337
50,SG,10,Exact,,,,5,10,0.18488088250160217,0.1718224138021469,0.06430258601903915,0.2072494626045227,0.2005363404750824,0.060866355895996094
50,SG,60,Exact,,,,5,10,0.030794436112046242,0.03003973513841629,0.013244112953543663,0.023588158190250397,0.021622534841299057,0.011950710788369179
50,SG,300,Exact,,,,5,10,0.030794436112046242,0.03003973513841629,0.013244112953543663,0.023588158190250397,0.021622534841299057,0.011950710788369179
50,SG,600,Exact,,,,5,10,0.030794437155127526,0.03003973513841629,0.012976527959537956,0.023588158095860855,0.021622824482619762,0.011950113667385237
50,SG,10,Exact,,,,5,20,0.18488088250160217,0.1718224138021469,0.06430258601903915,0.2072494626045227,0.2005363404750824,0.060866355895996094
50,SG,60,Exact,,,,5,20,0.03079967573285103,0.0294733215123415,0.013412359170615673,0.02341950498521328,0.021410193294286728,0.01183311827480793
50,SG,300,Exact,,,,5,20,0.03079967573285103,0.0294733215123415,0.013412359170615673,0.02341950498521328,0.021410193294286728,0.01183311827480793
50,SG,600,Exact,,,,5,20,0.030799676217138767,0.0294733215123415,0.013141374606983601,0.023419504978042096,0.021411200053989887,0.011832526175553698
50,classic,10,IMLE,1,10,1,5,15,0.03709261864423752,0.03413527458906174,0.014155810698866844,0.04106079041957855,0.039389144629240036,0.016241276636719704
50,classic,60,IMLE,1,10,1,5,15,0.03709262236952782,0.03413527458906174,0.014155810698866844,0.04106079041957855,0.039389144629240036,0.016241276636719704
50,classic,300,IMLE,1,10,1,5,15,0.019379083067178726,0.017411839216947556,0.011507000774145126,0.024397704750299454,0.023975329473614693,0.013491539284586906
50,classic,600,IMLE,1,10,1,5,15,0.024472835808992385,0.024195285513997078,0.013390000100612011,0.01764195746750338,0.015850546769797802,0.010614305192715744
50,classic,10,SPOPlus,,,,5,15,0.021965401247143745,0.019909679889678955,0.01207771711051464,0.027019362896680832,0.025250611826777458,0.014451873488724232
50,classic,60,SPOPlus,,,,5,15,0.02027585543692112,0.01750098168849945,0.011319402605295181,0.02544710598886013,0.024416260421276093,0.01363780815154314
50,classic,300,SPOPlus,,,,5,15,0.02027585543692112,0.01750098168849945,0.011319402605295181,0.02544710598886013,0.024416260421276093,0.01363780815154314
50,classic,600,SPOPlus,,,,5,15,0.02544710736721754,0.024416260421276093,0.013362268268681619,0.018972342948883305,0.017237426713109016,0.010734895468970121
