n,jobtype,time limit,method,n_samples,lambda_imle,sigma,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,LD,10,Exact,,,,5,15,0.029169149696826935,0.02819599024951458,0.01289071049541235,0.020475367084145546,0.018522389233112335,0.010695524513721466
50,LD,60,Exact,,,,5,15,0.029169149696826935,0.02819599024951458,0.01289071049541235,0.020475367084145546,0.018522389233112335,0.010695524513721466
50,LD,300,Exact,,,,5,15,0.029169149696826935,0.02819599024951458,0.01289071049541235,0.020475367084145546,0.018522389233112335,0.010695524513721466
50,LD,600,Exact,,,,5,15,0.029169149957597257,0.02819599024951458,0.012630264865578429,0.02047536816613283,0.01852282229810953,0.010694990082129884
50,SG,10,Exact,,,,10,10,0.032477814704179764,0.03236415609717369,0.012876384891569614,0.024597996845841408,0.022592131048440933,0.012015383690595627
50,SG,60,Exact,,,,10,10,0.028923973441123962,0.027860049158334732,0.01286114752292633,0.020462732762098312,0.018530629575252533,0.010822994634509087
50,SG,300,Exact,,,,10,10,0.028923973441123962,0.027860049158334732,0.01286114752292633,0.020462732762098312,0.018530629575252533,0.010822994634509087
50,SG,600,Exact,,,,10,10,0.028923970945179463,0.027860049158334732,0.012601299644393472,0.02046273429656867,0.018531838431954384,0.010822453520170939
50,SG,10,Exact,,,,10,20,0.21426792442798615,0.20553593337535858,0.07194723933935165,0.22756792604923248,0.22159799933433533,0.06477175652980804
50,SG,60,Exact,,,,10,20,0.029044633731245995,0.027868926525115967,0.013006980530917645,0.020375071093440056,0.018482103943824768,0.01080953236669302
50,SG,300,Exact,,,,10,20,0.029044633731245995,0.027868926525115967,0.013006980530917645,0.020375071093440056,0.018482103943824768,0.01080953236669302
50,SG,600,Exact,,,,10,20,0.029044632762670518,0.027868926525115967,0.01274418588260737,0.020375070469104684,0.018482337705790997,0.010808991807717857
50,SG,10,Exact,,,,1,10,0.21426792442798615,0.20553593337535858,0.07194723933935165,0.22756792604923248,0.22159799933433533,0.06477175652980804
50,SG,60,Exact,,,,1,10,0.03603777661919594,0.03581788390874863,0.01276574470102787,0.028461739420890808,0.02655181474983692,0.012777050957083702
50,SG,300,Exact,,,,1,10,0.029107188805937767,0.02776498720049858,0.013001048937439919,0.02035033144056797,0.018471872434020042,0.010866166092455387
50,SG,600,Exact,,,,1,10,0.029107185900211333,0.02776498720049858,0.01273837470990773,0.020350332236592657,0.018473399803042412,0.010865622598159284
50,SG,10,Exact,,,,1,20,0.21426792442798615,0.20553593337535858,0.07194723933935165,0.22756792604923248,0.22159799933433533,0.06477175652980804
50,SG,60,Exact,,,,1,20,0.21426792442798615,0.20553593337535858,0.07194723933935165,0.22756792604923248,0.22159799933433533,0.06477175652980804
50,SG,300,Exact,,,,1,20,0.030496396124362946,0.029180990532040596,0.012384106405079365,0.022196028381586075,0.02030971087515354,0.011096902191638947
50,SG,600,Exact,,,,1,20,0.029878356382250785,0.027728570625185966,0.012296943780434865,0.02144580571448896,0.01958938129246235,0.010981381684285587
50,SG,10,Exact,,,,20,10,0.02914145030081272,0.027791127562522888,0.01294119656085968,0.020576216280460358,0.01861785165965557,0.010851825587451458
50,SG,60,Exact,,,,20,10,0.028807807713747025,0.028017433360219002,0.012957369908690453,0.020304396748542786,0.018379921093583107,0.010770699009299278
50,SG,300,Exact,,,,20,10,0.028807807713747025,0.028017433360219002,0.012957369908690453,0.020304396748542786,0.018379921093583107,0.010770699009299278
50,SG,600,Exact,,,,20,10,0.02880780562758446,0.028017433360219002,0.012695578150511038,0.020304395908256993,0.018381183966994286,0.010770160597831618
50,SG,10,Exact,,,,20,20,0.03269612044095993,0.032361242920160294,0.013006478548049927,0.024671373888850212,0.022695189341902733,0.0120321586728096
50,SG,60,Exact,,,,20,20,0.02895168587565422,0.0277786236256361,0.01294868066906929,0.020361529663205147,0.018466543406248093,0.010787788778543472
50,SG,300,Exact,,,,20,20,0.02895168587565422,0.0277786236256361,0.01294868066906929,0.020361529663205147,0.018466543406248093,0.010787788778543472
50,SG,600,Exact,,,,20,20,0.028951685540378094,0.0277786236256361,0.01268706441302142,0.02036152754309587,0.018467833288013935,0.010787249310116199
50,SG,10,Exact,,,,5,10,0.21426792442798615,0.20553593337535858,0.07194723933935165,0.22756792604923248,0.22159799933433533,0.06477175652980804
50,SG,60,Exact,,,,5,10,0.02907738648355007,0.02760356478393078,0.012989353388547897,0.02044161595404148,0.01855025812983513,0.010879782028496265
50,SG,300,Exact,,,,5,10,0.028992988169193268,0.02767859399318695,0.013120651245117188,0.020254870876669884,0.01836363412439823,0.010782048106193542
50,SG,600,Exact,,,,5,10,0.02899298697710037,0.02767859399318695,0.012855559895518905,0.02025487000949215,0.018364667892456055,0.010781509021759908
50,SG,10,Exact,,,,5,20,0.21426792442798615,0.20553593337535858,0.07194723933935165,0.22756792604923248,0.22159799933433533,0.06477175652980804
50,SG,60,Exact,,,,5,20,0.02927325665950775,0.027855223044753075,0.013108283281326294,0.020583705976605415,0.01872985064983368,0.010941359214484692
50,SG,300,Exact,,,,5,20,0.02900529094040394,0.027496229857206345,0.013006478548049927,0.02025209553539753,0.01836884208023548,0.01082844752818346
50,SG,600,Exact,,,,5,20,0.02900529306381941,0.027496229857206345,0.012743694631428227,0.020252094810712152,0.018369117751717567,0.010827906188588171
