n,jobtype,time limit,method,n_samples,lambda_imle,sigma,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,classic,10,SPOPlus,,,,5,15,0.23857557773590088,0.2429000735282898,0.0648285448551178,0.22578094899654388,0.22850440442562103,0.08609754592180252
50,classic,60,SPOPlus,,,,5,15,0.23857559263706207,0.2429000735282898,0.0648285448551178,0.22578094899654388,0.22850440442562103,0.08609754592180252
50,classic,300,SPOPlus,,,,5,15,0.02045544795691967,0.019060024991631508,0.011375537142157555,0.02566445618867874,0.024187680333852768,0.013497457839548588
50,classic,600,SPOPlus,,,,5,15,0.02566445479169488,0.024187680333852768,0.013224753749562274,0.019030563553725368,0.01728413812816143,0.01068305514097994
50,MSE,10,MSE,,,,5,15,0.03237062320113182,0.03002486750483513,0.014582122676074505,0.023133480921387672,0.021065780892968178,0.011370661668479443
50,MSE,60,MSE,,,,5,15,0.03237062320113182,0.03002486750483513,0.014582122676074505,0.023133480921387672,0.021065780892968178,0.011370661668479443
50,MSE,300,MSE,,,,5,15,0.03237062320113182,0.03002486750483513,0.014582122676074505,0.023133480921387672,0.021065780892968178,0.011370661668479443
50,MSE,600,MSE,,,,5,15,0.032370622456073764,0.03002486750483513,0.014287503622364573,0.023133480751886964,0.021065911278128624,0.01137009283482159
50,SG,10,Exact,,,,20,10,0.029043305665254593,0.027892636135220528,0.013026737608015537,0.02020462602376938,0.018331386148929596,0.010799148119986057
50,SG,60,Exact,,,,20,10,0.02860071137547493,0.027334926649928093,0.01271058339625597,0.020284047350287437,0.018348414450883865,0.010763837955892086
50,SG,300,Exact,,,,20,10,0.02860071137547493,0.027334926649928093,0.01271058339625597,0.020284047350287437,0.018348414450883865,0.010763837955892086
50,SG,600,Exact,,,,20,10,0.028600708320736884,0.027334926649928093,0.012453777161730422,0.020284047517902217,0.018348483368754387,0.010763299498365488
50,SG,10,Exact,,,,20,20,0.034259092062711716,0.0335952565073967,0.013244455680251122,0.025886118412017822,0.023759743198752403,0.012007367797195911
50,SG,60,Exact,,,,20,20,0.028400886803865433,0.027465008199214935,0.01302694994956255,0.019897017627954483,0.018065214157104492,0.010630236007273197
50,SG,300,Exact,,,,20,20,0.028400886803865433,0.027465008199214935,0.01302694994956255,0.019897017627954483,0.018065214157104492,0.010630236007273197
50,SG,600,Exact,,,,20,20,0.028400886356830597,0.027465008199214935,0.012763751679192218,0.019897017109021545,0.018067901954054832,0.010629704727579015
