n,jobtype,method,n_samples,lambda_imle,sigma,step_mu,n_iter_mu,mean_relat_eval,std_relat_eval,mean_relat_test,std_relat_test
50,SG,IMLE,10.0,20.0,0.5,10,30,0.2239694148302078,0.0449171997606754,0.2264555543661117,0.0506528615951538
50,SG,IMLE,10.0,20.0,0.5,15,10,0.22308050096035,0.0447907038033008,0.2297170311212539,0.0465238578617572
50,SG,IMLE,10.0,20.0,0.5,15,30,0.2151416540145874,0.0494977310299873,0.2281532287597656,0.0469540879130363
50,SG,IMLE,10.0,20.0,0.5,20,20,0.222248688340187,0.049874223768711,0.229688361287117,0.0472584068775177
50,SG,IMLE,10.0,20.0,0.5,5,10,0.217046320438385,0.048495914787054,0.228338673710823,0.0476243086159229
50,SG,IMLE,10.0,20.0,1.0,10,10,0.1421269178390503,0.0372731424868106,0.1260770857334137,0.0385797657072544
50,SG,IMLE,10.0,20.0,0.5,20,10,0.2163474708795547,0.0480514727532863,0.2263187915086746,0.0523975864052772
50,SG,IMLE,10.0,20.0,1.0,10,20,0.1431536972522735,0.0359211228787899,0.1272573620080948,0.0382891371846199
50,SG,IMLE,10.0,20.0,0.5,20,30,0.2225930839776992,0.0473760515451431,0.2267524600028991,0.0452220402657985
50,SG,IMLE,10.0,20.0,1.0,10,30,0.1404977738857269,0.0369279086589813,0.1262945979833603,0.0374525897204875
50,SG,IMLE,10.0,20.0,0.5,15,20,0.2192671597003936,0.0448513589799404,0.225335955619812,0.0498518832027912
50,SG,IMLE,10.0,20.0,0.5,5,20,0.223307728767395,0.0496155656874179,0.2244627326726913,0.0515507087111473
50,SG,IMLE,10.0,20.0,0.5,5,30,0.2231791913509369,0.0479856394231319,0.2281154245138168,0.0483303256332874
50,SG,IMLE,10.0,20.0,1.0,15,20,0.1391445398330688,0.0330460034310817,0.129250943660736,0.0388213209807872
50,SG,IMLE,10.0,20.0,1.0,20,10,0.1394682377576828,0.0373259037733078,0.1277795881032943,0.0382429212331771
50,SG,IMLE,10.0,20.0,1.0,15,30,0.1425645798444748,0.033382274210453,0.1265888810157776,0.0377796366810798
50,SG,IMLE,10.0,20.0,1.0,15,10,0.1411571949720382,0.0332086719572544,0.1278247982263565,0.0372531190514564
50,SG,IMLE,10.0,20.0,1.0,20,20,0.1430398225784301,0.03795712813735,0.126581609249115,0.0376353524625301
50,SG,IMLE,10.0,20.0,1.0,20,30,0.1411854326725006,0.033155184239149,0.1269424855709076,0.0377451628446579
50,SG,IMLE,10.0,20.0,1.0,5,20,0.1487453877925872,0.0334897153079509,0.1279931813478469,0.0369587652385234
50,SG,IMLE,10.0,20.0,1.0,5,10,0.1416305005550384,0.0362519547343254,0.1276668310165405,0.0368691720068454
50,SG,IMLE,10.0,20.0,2.0,15,10,0.1603550761938095,0.0360340178012847,0.1413425654172897,0.0383232608437538
50,SG,IMLE,10.0,20.0,2.0,10,20,0.1711285412311554,0.0423133708536624,0.1527324616909027,0.0427506081759929
50,SG,IMLE,10.0,20.0,2.0,10,10,0.1645891070365905,0.0400483831763267,0.1480336636304855,0.0365780554711818
50,SG,IMLE,10.0,20.0,2.0,15,30,0.1708825230598449,0.041855338960886,0.1547689735889434,0.0395497530698776
50,SG,IMLE,10.0,20.0,2.0,10,30,0.1761781126260757,0.0381204970180988,0.1598133593797683,0.0398740358650684
50,SG,IMLE,10.0,20.0,1.0,5,30,0.1447639614343643,0.0332400389015674,0.1272304058074951,0.0365695282816886
50,SG,IMLE,10.0,20.0,2.0,15,20,0.1642922163009643,0.0364009998738765,0.1484339535236358,0.0390630848705768
50,SG,IMLE,10.0,20.0,2.0,20,10,0.1621741503477096,0.0421165190637111,0.1396993696689605,0.0376804769039154
50,SG,IMLE,10.0,20.0,2.0,20,20,0.1666220426559448,0.0372648984193801,0.1448033899068832,0.0383721776306629
50,SG,IMLE,10.0,20.0,2.0,5,10,0.170406773686409,0.0388652682304382,0.157799944281578,0.0376322343945503
50,SG,IMLE,10.0,20.0,2.0,20,30,0.1658482998609542,0.0419686697423458,0.1450694799423217,0.0379958972334861
50,SG,IMLE,10.0,5.0,0.1,10,10,0.2221031635999679,0.0507536828517913,0.2296741902828216,0.0458821505308151
50,SG,IMLE,10.0,20.0,2.0,5,20,0.1876672953367233,0.043953288346529,0.1787867695093155,0.0412404611706733
50,SG,IMLE,10.0,5.0,0.1,10,20,0.2226800173521042,0.0454053059220314,0.225918248295784,0.0512578338384628
50,SG,IMLE,10.0,20.0,2.0,5,30,0.1868530511856079,0.0469053201377391,0.1838697493076324,0.0416927449405193
50,SG,IMLE,10.0,5.0,0.1,15,10,0.2258070707321167,0.0462926886975765,0.2250787913799286,0.0482649207115173
50,SG,IMLE,10.0,5.0,0.1,10,30,0.2286283671855926,0.03945292532444,0.2263874858617782,0.0447775982320308
50,SG,IMLE,10.0,5.0,0.1,15,20,0.2284106761217117,0.04859509319067,0.2276286631822586,0.0488818138837814
50,SG,IMLE,10.0,5.0,0.1,15,30,0.2252394258975982,0.044013075530529,0.2254970520734787,0.0461580753326416
50,SG,IMLE,10.0,5.0,0.1,20,20,0.2275716662406921,0.0584647916257381,0.2283219695091247,0.0513137094676494
50,SG,IMLE,10.0,5.0,0.1,5,20,0.2154774069786071,0.0522557273507118,0.2271416783332824,0.0498925484716892
50,SG,IMLE,10.0,5.0,0.1,20,10,0.2200753837823867,0.0466102473437786,0.2314468622207641,0.0552632473409175
50,SG,IMLE,10.0,5.0,0.1,5,10,0.2173288315534591,0.0558395758271217,0.2281977236270904,0.0513139367103576
50,SG,IMLE,10.0,5.0,0.1,20,30,0.2178943753242492,0.0502000600099563,0.2274778038263321,0.0511823184788227
50,SG,IMLE,10.0,5.0,0.5,10,10,0.221763402223587,0.0453656166791915,0.2268384099006652,0.0509709492325782
50,SG,IMLE,10.0,5.0,0.5,10,20,0.2201448231935501,0.0368474945425987,0.22793510556221,0.0461051017045974
50,SG,IMLE,10.0,5.0,0.1,5,30,0.2246063649654388,0.0474495105445385,0.2311388403177261,0.0490018427371978
50,SG,IMLE,10.0,5.0,0.5,10,30,0.2299541532993316,0.0478037595748901,0.2278845757246017,0.0432957150042057
50,SG,IMLE,10.0,5.0,0.5,15,10,0.2213616520166397,0.0480706840753555,0.2277737259864807,0.0491518527269363
50,SG,IMLE,10.0,5.0,0.5,5,20,0.2204946726560592,0.0465369299054145,0.2283485829830169,0.0479922294616699
50,SG,IMLE,10.0,5.0,0.5,20,30,0.2232346385717392,0.0448012948036193,0.2276117503643036,0.0500255934894084
50,SG,IMLE,10.0,5.0,0.5,5,10,0.2153003513813018,0.0460878796875476,0.2223871201276779,0.046764425933361
50,SG,IMLE,10.0,5.0,0.5,15,30,0.2220593988895416,0.0469180941581726,0.2273140698671341,0.0489945597946643
50,SG,IMLE,10.0,5.0,0.5,20,20,0.2193925529718399,0.0485323816537857,0.2248815596103668,0.053684514015913
50,SG,IMLE,10.0,5.0,0.5,15,20,0.2195577472448349,0.0480763837695121,0.2273864895105362,0.0461366139352321
50,SG,IMLE,10.0,5.0,0.5,20,10,0.2301380187273025,0.0495968051254749,0.2250926941633224,0.0494361259043216
50,SG,IMLE,10.0,5.0,0.5,5,30,0.2235781252384185,0.0471142046153545,0.2258054316043853,0.0506565906107425
50,SG,IMLE,10.0,5.0,1.0,10,20,0.1426065415143966,0.0339107327163219,0.1283279359340667,0.0395752228796482
50,SG,IMLE,10.0,5.0,1.0,10,10,0.141347125172615,0.0360367707908153,0.1288893371820449,0.0376148968935012
50,SG,IMLE,10.0,5.0,1.0,10,30,0.1446161866188049,0.0360440649092197,0.1268260329961776,0.0384464748203754
50,SG,IMLE,10.0,5.0,1.0,15,10,0.1420549154281616,0.0363317988812923,0.1271865665912628,0.0363331921398639
50,SG,IMLE,10.0,5.0,1.0,5,10,0.1410617083311081,0.0371483229100704,0.1268528401851654,0.0383463948965072
50,SG,IMLE,10.0,5.0,1.0,20,30,0.1435710936784744,0.0364583916962146,0.1260198652744293,0.0362729951739311
50,SG,IMLE,10.0,5.0,1.0,15,20,0.1435703039169311,0.0376175493001937,0.1273956596851349,0.0371865071356296
50,SG,IMLE,10.0,5.0,1.0,20,10,0.1430474519729614,0.0373207107186317,0.1283781826496124,0.0391729734838008
50,SG,IMLE,10.0,5.0,1.0,20,20,0.1432902663946151,0.0400061644613742,0.1282561272382736,0.0372124351561069
50,SG,IMLE,10.0,5.0,1.0,15,30,0.1429793238639831,0.0415859967470169,0.1279814690351486,0.0378537699580192
50,SG,IMLE,10.0,5.0,1.0,5,30,0.1423415094614029,0.0374484434723854,0.1277451813220977,0.0378339141607284
50,SG,IMLE,10.0,5.0,2.0,10,30,0.2082545161247253,0.047864343971014,0.2072506546974182,0.0485656522214412
50,SG,IMLE,10.0,5.0,2.0,15,10,0.1955446302890777,0.0422180220484733,0.187171995639801,0.0462353304028511
50,SG,IMLE,10.0,5.0,2.0,20,10,0.1926832646131515,0.0501011610031127,0.1908929795026779,0.0471612475812435
50,SG,IMLE,10.0,5.0,2.0,15,20,0.2042750567197799,0.0460853911936283,0.2032113075256347,0.0454261191189289
50,SG,IMLE,10.0,5.0,1.0,5,20,0.1424688845872879,0.0410266257822513,0.1272227168083191,0.0356456823647022
50,SG,IMLE,10.0,5.0,2.0,20,20,0.1951250880956649,0.047342050820589,0.1887548118829727,0.0450704060494899
50,SG,IMLE,10.0,5.0,2.0,10,10,0.1979865282773971,0.0415079966187477,0.1912093609571457,0.0447444394230842
50,SG,IMLE,10.0,5.0,2.0,10,20,0.1998946219682693,0.0465418435633182,0.2016416937112808,0.0455373078584671
50,SG,IMLE,10.0,5.0,2.0,15,30,0.2042355686426162,0.043689165264368,0.1972069591283798,0.0451161004602909
50,SG,IMLE,10.0,5.0,2.0,5,10,0.2056002616882324,0.0415241457521915,0.2070866078138351,0.0505873225629329
50,SG,IMLE,10.0,5.0,2.0,20,30,0.198137030005455,0.0435267463326454,0.1909633129835128,0.0431725867092609
50,SG,IMLE,10.0,5.0,2.0,5,20,0.2100279033184051,0.0432614311575889,0.2098453193902969,0.0474457405507564
50,SG,IMLE,10.0,5.0,2.0,5,30,0.2153727710247039,0.0452120602130889,0.2178061306476593,0.0442483685910701
50,SG,IMLE,1.0,10.0,0.1,10,10,0.2150926440954208,0.0443461686372756,0.224288985133171,0.050246775150299
50,SG,IMLE,1.0,10.0,0.1,10,30,0.2203661352396011,0.0474685244262218,0.2315984964370727,0.0540635511279106
50,SG,IMLE,1.0,10.0,0.1,5,20,0.223608985543251,0.0445825718343257,0.2278664708137512,0.0526627078652381
50,SG,IMLE,1.0,10.0,0.1,5,10,0.216780811548233,0.0417076461017131,0.2272150218486786,0.0509102419018745
50,SG,IMLE,1.0,10.0,0.1,15,30,0.2163295894861221,0.0521131679415702,0.2300881892442703,0.0521205030381679
50,SG,IMLE,1.0,10.0,0.1,15,20,0.2172270715236663,0.0527097657322883,0.2294958233833313,0.0487740337848663
50,SG,IMLE,1.0,10.0,0.1,20,20,0.2152692079544067,0.0441812612116336,0.2251408398151397,0.0492604672908782
50,SG,IMLE,1.0,10.0,0.1,5,30,0.2205365598201751,0.0453089736402034,0.226390853524208,0.0468903295695781
50,SG,IMLE,1.0,10.0,0.1,10,20,0.2156484574079513,0.0520733073353767,0.2292051315307617,0.0499951504170894
50,SG,IMLE,1.0,10.0,0.1,15,10,0.2162125557661056,0.0451444946229457,0.2296250462532043,0.0488533340394496
50,SG,IMLE,1.0,10.0,0.1,20,10,0.2209028750658035,0.0529920645058155,0.227921262383461,0.0530385375022888
50,SG,IMLE,1.0,10.0,0.1,20,30,0.2202333062887191,0.0458638779819011,0.2249485403299331,0.0492306239902973
50,SG,IMLE,1.0,10.0,0.5,10,20,0.2130410075187683,0.0500447787344455,0.2281537503004074,0.0476273633539676
50,SG,IMLE,1.0,10.0,0.5,10,10,0.2286676466464996,0.0458129905164241,0.2238915562629699,0.0487994477152824
50,SG,IMLE,1.0,10.0,0.5,10,30,0.2282717674970626,0.0453178919851779,0.2230866551399231,0.0485974811017513
50,SG,IMLE,1.0,10.0,0.5,15,20,0.2154178619384765,0.0537322126328945,0.2260125279426574,0.0490218624472618
50,SG,IMLE,1.0,10.0,0.5,15,10,0.2161958664655685,0.0538254976272583,0.2264602780342102,0.0491970963776111
50,SG,IMLE,1.0,10.0,0.5,20,20,0.2102422565221786,0.0505125895142555,0.2273441702127456,0.0480349920690059
50,SG,IMLE,1.0,10.0,0.5,20,10,0.2164171636104583,0.0497435815632343,0.2270615696907043,0.0479661747813224
50,SG,IMLE,1.0,10.0,0.5,15,30,0.2226316779851913,0.0454599075019359,0.2275814116001129,0.0519056841731071
50,SG,IMLE,1.0,10.0,0.5,5,10,0.2109999805688858,0.0479039214551448,0.2276678830385208,0.0513520203530788
50,SG,IMLE,1.0,10.0,0.5,20,30,0.2136592417955398,0.0467475242912769,0.225784495472908,0.0491823479533195
50,SG,IMLE,1.0,10.0,0.5,5,30,0.2237698137760162,0.0405480340123176,0.2302675098180771,0.0487921200692653
50,SG,IMLE,1.0,10.0,0.5,5,20,0.2131611108779907,0.0495928674936294,0.226496160030365,0.0489005930721759
50,SG,IMLE,1.0,10.0,1.0,10,20,0.1427971869707107,0.0372290536761283,0.1284245699644088,0.0384530574083328
50,SG,IMLE,1.0,10.0,1.0,10,10,0.1425899267196655,0.0363155268132686,0.1293248981237411,0.0379087664186954
50,SG,IMLE,1.0,10.0,1.0,20,30,0.1431361436843872,0.0363808572292327,0.1283244639635086,0.0378739684820175
50,SG,IMLE,1.0,10.0,1.0,15,20,0.1399079859256744,0.0386972464621067,0.1276747286319732,0.0368530340492725
50,SG,IMLE,1.0,10.0,1.0,5,10,0.1450883448123932,0.0399811305105686,0.1280455440282821,0.036659087985754
50,SG,IMLE,1.0,10.0,1.0,15,10,0.1467571407556533,0.0384919866919517,0.1292496174573898,0.038264412432909
50,SG,IMLE,1.0,10.0,1.0,15,30,0.1397883147001266,0.0361087694764137,0.1296050101518631,0.0393908210098743
50,SG,IMLE,1.0,10.0,1.0,20,20,0.1431637704372406,0.0345947742462158,0.1279500424861908,0.0380887426435947
50,SG,IMLE,1.0,10.0,1.0,10,30,0.1443038582801818,0.0372112728655338,0.1277952939271927,0.0373811013996601
50,SG,IMLE,1.0,10.0,1.0,20,10,0.1417997479438781,0.0380092710256576,0.1258653700351715,0.0358962640166282
50,SG,IMLE,1.0,10.0,1.0,5,30,0.1433272957801818,0.0364262238144874,0.1299311965703964,0.0381656028330326
50,SG,IMLE,1.0,10.0,2.0,10,20,0.1902575939893722,0.0424882434308528,0.181125596165657,0.0456168577075004
50,SG,IMLE,1.0,10.0,2.0,15,30,0.1899379342794418,0.0427439920604229,0.1735700219869613,0.0428962782025337
50,SG,IMLE,1.0,10.0,1.0,5,20,0.1417241394519806,0.0334955602884292,0.1269816309213638,0.0383027791976928
50,SG,IMLE,1.0,10.0,2.0,15,20,0.1834624409675598,0.0438409149646759,0.1707850992679596,0.0464016869664192
50,SG,IMLE,1.0,10.0,2.0,10,30,0.1962484717369079,0.0421203784644603,0.1944503039121627,0.0419716835021972
50,SG,IMLE,1.0,10.0,2.0,10,10,0.1850742846727371,0.0415904782712459,0.1690128296613693,0.0409006960690021
50,SG,IMLE,1.0,10.0,2.0,20,20,0.1808201819658279,0.0429490804672241,0.1653318256139755,0.0420919768512249
50,SG,IMLE,1.0,10.0,2.0,20,10,0.172032281756401,0.0379816815257072,0.1542368531227111,0.0395137332379817
50,SG,IMLE,1.0,10.0,2.0,15,10,0.1841300427913665,0.0436610020697116,0.160552829504013,0.0431511141359806
50,SG,IMLE,1.0,10.0,2.0,5,30,0.203240305185318,0.0460495874285697,0.213020846247673,0.0439256653189659
50,SG,IMLE,1.0,10.0,2.0,20,30,0.1747988909482956,0.0404578857123851,0.161511942744255,0.0388421453535556
50,SG,IMLE,1.0,10.0,2.0,5,20,0.1995833367109298,0.0470973886549472,0.2018265575170517,0.0461646541953086
50,SG,IMLE,1.0,10.0,2.0,5,10,0.1925477087497711,0.0393743403255939,0.1907631903886795,0.0436790250241756
50,SG,IMLE,1.0,1.0,0.1,10,10,0.2242762446403503,0.0447605587542057,0.2232464849948883,0.0476662665605545
50,SG,IMLE,1.0,1.0,0.1,10,30,0.2163730263710022,0.0513631217181682,0.2274554967880249,0.0502647049725055
50,SG,IMLE,1.0,1.0,0.1,15,30,0.2189391702413559,0.0480650551617145,0.223001629114151,0.0504577755928039
50,SG,IMLE,1.0,1.0,0.1,10,20,0.2120737433433532,0.0492019765079021,0.2275078743696212,0.0487175621092319
50,SG,IMLE,1.0,1.0,0.1,15,20,0.2170734405517578,0.04403967410326,0.2268919050693512,0.0481021218001842
50,SG,IMLE,1.0,1.0,0.1,15,10,0.2180756032466888,0.0460489727556705,0.2250459641218185,0.0465527884662151
50,SG,IMLE,1.0,1.0,0.1,20,10,0.2154251486063003,0.0532183721661567,0.2298261672258377,0.0510492771863937
50,SG,IMLE,1.0,1.0,0.1,20,20,0.2202175855636596,0.0410754680633544,0.2225741147994995,0.0480324029922485
50,SG,IMLE,1.0,1.0,0.1,20,30,0.228246197104454,0.0417373999953269,0.2261054962873459,0.0429559051990509
50,SG,IMLE,1.0,1.0,0.1,5,10,0.2186724543571472,0.0482190139591693,0.2277778834104538,0.0485289543867111
50,SG,IMLE,1.0,1.0,0.1,5,30,0.2179876714944839,0.0473299026489257,0.2231522053480148,0.0499327108263969
50,SG,IMLE,1.0,1.0,0.5,10,10,0.2151491492986679,0.049627099186182,0.2282424569129943,0.0487681068480014
50,SG,IMLE,1.0,1.0,0.1,5,20,0.2209088206291198,0.0453283190727233,0.2267849296331405,0.0471218563616275
50,SG,IMLE,1.0,1.0,0.5,10,20,0.2157930731773376,0.0484467931091785,0.2298733592033386,0.0480509214103221
50,SG,IMLE,1.0,1.0,0.5,10,30,0.2209511697292328,0.0455250367522239,0.2273635417222976,0.0468031130731105
50,SG,IMLE,1.0,1.0,0.5,15,10,0.2196923196315765,0.0455078929662704,0.2287069708108902,0.0477234870195388
50,SG,IMLE,1.0,1.0,0.5,5,10,0.2134672552347183,0.0523355454206466,0.2263225764036178,0.0491881892085075
50,SG,IMLE,1.0,1.0,0.5,5,20,0.2163134962320327,0.0454688817262649,0.2291793078184127,0.0498197637498378
50,SG,IMLE,1.0,1.0,0.5,15,20,0.2210549861192703,0.04854741320014,0.2243702113628387,0.0501293316483497
50,SG,IMLE,1.0,1.0,0.5,20,30,0.2207030802965164,0.04903195053339,0.2249465882778167,0.0530973598361015
50,SG,IMLE,1.0,1.0,0.5,20,20,0.2161986231803894,0.0452345609664917,0.225843146443367,0.0522574745118618
50,SG,IMLE,1.0,1.0,0.5,20,10,0.2198821306228637,0.048385851085186,0.227103054523468,0.0528461076319217
50,SG,IMLE,1.0,1.0,0.5,15,30,0.2219486385583877,0.0542984493076801,0.2254836112260818,0.0526780188083648
50,SG,IMLE,1.0,1.0,0.5,5,30,0.217396542429924,0.0508324950933456,0.2286833971738815,0.0455369614064693
50,SG,IMLE,1.0,1.0,1.0,10,20,0.1446502655744552,0.0368630178272724,0.1297714114189148,0.0384663492441177
50,SG,IMLE,1.0,1.0,1.0,15,20,0.1439941823482513,0.0384610258042812,0.1295016407966613,0.0365928001701831
50,SG,IMLE,1.0,1.0,1.0,10,30,0.1445164978504181,0.0369627699255943,0.1292418986558914,0.0371034331619739
50,SG,IMLE,1.0,1.0,1.0,15,30,0.1446900516748428,0.037685103714466,0.1285161077976226,0.0384546555578708
50,SG,IMLE,1.0,1.0,1.0,15,10,0.1464234441518783,0.0397843569517135,0.1278353780508041,0.0372463427484035
50,SG,IMLE,1.0,1.0,1.0,20,20,0.144674465060234,0.0382919311523437,0.1310616284608841,0.0392355322837829
50,SG,IMLE,1.0,1.0,1.0,20,10,0.1413665413856506,0.0363146401941776,0.130485326051712,0.0398436076939106
50,SG,IMLE,1.0,1.0,1.0,10,10,0.1448448151350021,0.0351075567305088,0.1311647742986679,0.039366066455841
50,SG,IMLE,1.0,1.0,1.0,5,20,0.1425940692424774,0.0388185009360313,0.1277939826250076,0.0347687974572181
50,SG,IMLE,1.0,1.0,2.0,10,20,0.2147706151008606,0.0522233843803405,0.2258769571781158,0.0482507161796093
50,SG,IMLE,1.0,1.0,1.0,20,30,0.1406212747097015,0.039566483348608,0.1316468119621276,0.0386567041277885
50,SG,IMLE,1.0,1.0,1.0,5,10,0.146906316280365,0.0376155637204647,0.1294890940189361,0.038142517209053
50,SG,IMLE,1.0,1.0,1.0,5,30,0.1427858620882034,0.0354971438646316,0.1301900148391723,0.0383239351212978
50,SG,IMLE,1.0,1.0,2.0,10,10,0.216422364115715,0.0459643267095088,0.2213297039270401,0.0477494448423385
50,SG,IMLE,1.0,1.0,2.0,10,30,0.2135479152202606,0.0425034612417221,0.222768098115921,0.0485059581696987
50,SG,IMLE,1.0,1.0,2.0,15,10,0.2138891369104385,0.0467212945222854,0.2240489721298217,0.049244824796915
50,SG,IMLE,1.0,1.0,2.0,15,20,0.2112130969762802,0.044423684477806,0.224848210811615,0.048124860972166
50,SG,IMLE,1.0,1.0,2.0,15,30,0.2143556177616119,0.045229610055685,0.217511773109436,0.0499360188841819
50,SG,IMLE,1.0,1.0,2.0,5,10,0.2168508470058441,0.0452994145452976,0.2235017418861389,0.0486739203333854
50,SG,IMLE,1.0,1.0,2.0,5,20,0.2193184494972229,0.0463882461190223,0.2283054739236831,0.0477734617888927
50,SG,IMLE,1.0,1.0,2.0,20,30,0.2140923291444778,0.0440639369189739,0.2226365655660629,0.0489732809364795
50,SG,IMLE,1.0,1.0,2.0,5,30,0.2156600803136825,0.0465778522193431,0.2189393043518066,0.0454357527196407
50,SG,IMLE,1.0,1.0,2.0,20,20,0.2138882875442505,0.0499435476958751,0.2181971967220306,0.0487202666699886
50,SG,IMLE,1.0,1.0,2.0,20,10,0.2126430571079254,0.0401131696999073,0.2207691222429275,0.0489371865987777
50,SG,IMLE,1.0,20.0,0.1,15,30,0.2127282917499542,0.0519973076879978,0.2278413772583007,0.0485164001584053
50,SG,IMLE,1.0,20.0,0.1,15,20,0.2164407521486282,0.0513688772916793,0.2290001064538955,0.0495113767683506
50,SG,IMLE,1.0,20.0,0.1,10,20,0.2225483357906341,0.0487240999937057,0.2243176251649856,0.0507463216781616
50,SG,IMLE,1.0,20.0,0.1,15,10,0.2195270657539367,0.0456721819937229,0.2287739962339401,0.049494381994009
50,SG,IMLE,1.0,20.0,0.1,20,10,0.2231124937534332,0.0484761893749237,0.2258117645978927,0.0427002236247062
50,SG,IMLE,1.0,20.0,0.1,10,10,0.2188633382320404,0.0501550510525703,0.2271630614995956,0.0488014742732048
50,SG,IMLE,1.0,20.0,0.1,10,30,0.2279387414455413,0.0492468737065792,0.2254413813352584,0.0504601411521434
50,SG,IMLE,1.0,20.0,0.1,5,30,0.2166643589735031,0.0484176501631736,0.2288549542427063,0.0522245913743972
50,SG,IMLE,1.0,20.0,0.1,5,20,0.219281330704689,0.0502393767237663,0.2280964255332946,0.0496267639100551
50,SG,IMLE,1.0,20.0,0.5,10,30,0.2266668379306793,0.0485291369259357,0.2273289561271667,0.0520304813981056
50,SG,IMLE,1.0,20.0,0.5,15,20,0.2149620503187179,0.042919922620058,0.2282222807407379,0.0474130101501941
50,SG,IMLE,1.0,20.0,0.1,5,10,0.2167852073907852,0.0446158722043037,0.2260602116584777,0.0498187877237796
50,SG,IMLE,1.0,20.0,0.5,10,20,0.219893530011177,0.0494120419025421,0.2289444953203201,0.0493397489190101
50,SG,IMLE,1.0,20.0,0.5,10,10,0.2157472074031829,0.0500274151563644,0.2257754653692245,0.0522961318492889
50,SG,IMLE,1.0,20.0,0.1,20,20,0.2172053754329681,0.0471867844462394,0.2284917831420898,0.0504634864628315
50,SG,IMLE,1.0,20.0,0.5,15,10,0.2232127338647842,0.0443292520940303,0.2275885641574859,0.0471213981509208
50,SG,IMLE,1.0,20.0,0.1,20,30,0.2230520248413086,0.0503468289971351,0.2300841957330703,0.050863042473793
50,SG,IMLE,1.0,20.0,0.5,20,30,0.2159619331359863,0.0472846068441867,0.2300671339035034,0.051943514496088
50,SG,IMLE,1.0,20.0,0.5,20,20,0.2183713465929031,0.0473627820611,0.2273090034723281,0.0507507100701332
50,SG,IMLE,1.0,20.0,0.5,15,30,0.2120644897222519,0.050642754882574,0.2255516648292541,0.0489373095333576
50,SG,IMLE,1.0,20.0,0.5,20,10,0.215731531381607,0.0485265515744686,0.224904403090477,0.0485326685011386
50,SG,IMLE,1.0,20.0,0.5,5,30,0.2156333029270172,0.0538468286395072,0.2286668568849563,0.0499679073691368
50,SG,IMLE,1.0,20.0,0.5,5,10,0.2230421900749206,0.0425101183354854,0.2291737049818039,0.0469251722097396
50,SG,IMLE,1.0,20.0,0.5,5,20,0.2180774360895156,0.0500017367303371,0.2245739698410034,0.0521753430366516
50,SG,IMLE,1.0,20.0,1.0,10,30,0.1427019387483596,0.0337744131684303,0.1280326247215271,0.0376754812896251
50,SG,IMLE,1.0,20.0,1.0,10,10,0.1446203738451004,0.0374314449727535,0.1281816810369491,0.0369437895715236
50,SG,IMLE,1.0,20.0,1.0,10,20,0.1455306708812713,0.0400854162871837,0.1290906220674514,0.0370895005762577
50,SG,IMLE,1.0,20.0,1.0,15,10,0.1446994543075561,0.0398956649005413,0.1287133991718292,0.0376936718821525
50,SG,IMLE,1.0,20.0,1.0,15,30,0.1427745670080185,0.0393718034029006,0.1268307715654373,0.0375538356602191
50,SG,IMLE,1.0,20.0,1.0,20,10,0.142808511853218,0.0374498702585697,0.1262978017330169,0.0369945019483566
50,SG,IMLE,1.0,20.0,1.0,15,20,0.143233522772789,0.0366746857762336,0.1280512809753418,0.0388796962797641
50,SG,IMLE,1.0,20.0,1.0,5,20,0.1424711346626281,0.0374347083270549,0.1270497441291809,0.0378023795783519
50,SG,IMLE,1.0,20.0,1.0,20,30,0.1433308720588684,0.0356459058821201,0.1297138631343841,0.0378677435219287
50,SG,IMLE,1.0,20.0,1.0,5,10,0.1430996060371399,0.0365774109959602,0.129220575094223,0.0392353869974613
50,SG,IMLE,1.0,20.0,1.0,20,20,0.1439432203769683,0.0359157398343086,0.1273726820945739,0.0367307811975479
50,SG,IMLE,1.0,20.0,2.0,10,30,0.175003096461296,0.0414522811770439,0.1570933312177658,0.0404516831040382
50,SG,IMLE,1.0,20.0,2.0,15,30,0.1680814176797866,0.0398141145706176,0.1505566239356994,0.0397676527500152
50,SG,IMLE,1.0,20.0,1.0,5,30,0.1420472562313079,0.0351497717201709,0.1290594637393951,0.0374308973550796
50,SG,IMLE,1.0,20.0,2.0,15,20,0.1659818142652511,0.0368694625794887,0.1456825584173202,0.0403264090418815
50,SG,IMLE,1.0,20.0,2.0,10,20,0.1705480068922042,0.0363954901695251,0.1557009518146515,0.0384235456585884
50,SG,IMLE,1.0,20.0,2.0,10,10,0.1638830751180648,0.0383460633456707,0.1472925841808319,0.0377659015357494
50,SG,IMLE,1.0,20.0,2.0,20,20,0.1606154590845108,0.0401326306164264,0.1420488953590393,0.0365844815969467
50,SG,IMLE,1.0,20.0,2.0,20,10,0.1643075942993164,0.0422467328608036,0.1406438797712326,0.0379286184906959
50,SG,IMLE,1.0,20.0,2.0,15,10,0.1642396301031112,0.0384580865502357,0.1415026038885116,0.0418689884245395
50,SG,IMLE,1.0,20.0,2.0,20,30,0.1664766371250152,0.0365072786808013,0.1408681273460388,0.0351907946169376
50,SG,IMLE,1.0,20.0,2.0,5,30,0.1882255971431732,0.0401948206126689,0.1699433922767639,0.0438465401530265
50,SG,IMLE,1.0,20.0,2.0,5,10,0.1770684123039245,0.0422352105379104,0.1614470332860946,0.0421180240809917
50,SG,IMLE,1.0,5.0,0.1,10,20,0.2183772325515747,0.0507907532155513,0.2265247106552124,0.049629658460617
