n,jobtype,method,n_samples,lambda_imle,sigma,step_mu,n_iter_mu,mean_relat_eval,std_relat_eval,mean_relat_test,std_relat_test
50,SG,IMLE,10,20.0,0.1,20,10,0.2197604775428772,0.04595362767577171,0.22536784410476685,0.04963129386305809
50,SG,IMLE,10,20.0,0.1,15,20,0.2217961549758911,0.047755125910043716,0.22708436846733093,0.05083891376852989
50,SG,IMLE,10,20.0,0.1,15,30,0.22032606601715088,0.04441617429256439,0.22503523528575897,0.045484066009521484
50,SG,IMLE,10,20.0,0.1,20,20,0.22327320277690887,0.04602273181080818,0.22875617444515228,0.04943036288022995
50,SG,IMLE,10,20.0,0.5,10,20,0.22624988853931427,0.052002862095832825,0.23536629974842072,0.046905990689992905
50,SG,IMLE,10,20.0,0.5,10,10,0.22111380100250244,0.04547673463821411,0.22524294257164001,0.049599193036556244
50,SG,IMLE,10,20.0,0.1,5,20,0.22647260129451752,0.04765461012721062,0.22577045857906342,0.05093572661280632
50,SG,IMLE,10,20.0,0.1,5,10,0.2222452163696289,0.048972588032484055,0.22485145926475525,0.05228881165385246
50,SG,IMLE,10,20.0,0.1,5,30,0.2210906744003296,0.04993478208780289,0.22718635201454163,0.047321103513240814
50,SG,IMLE,10,20.0,0.5,10,30,0.22396941483020782,0.04491719976067543,0.22645555436611176,0.05065286159515381
50,SG,IMLE,10,20.0,0.5,15,10,0.22308050096035004,0.04479070380330086,0.22971703112125397,0.04652385786175728
50,SG,IMLE,10,20.0,0.5,15,30,0.2151416540145874,0.049497731029987335,0.22815322875976562,0.046954087913036346
50,SG,IMLE,10,20.0,0.5,20,20,0.22224868834018707,0.04987422376871109,0.229688361287117,0.0472584068775177
50,SG,IMLE,10,20.0,0.5,5,10,0.217046320438385,0.04849591478705406,0.22833867371082306,0.04762430861592293
50,SG,IMLE,10,20.0,1.0,10,10,0.1421269178390503,0.037273142486810684,0.1260770857334137,0.03857976570725441
