n,jobtype,time limit,method,n_samples,lambda_imle,sigma,step_mu,n_iter_mu,mean_relat_eval,std_relat_eval,mean_relat_test,std_relat_test
50,SG,10,Exact,,,,20,10,0.04128732815384865,0.015114624026785201,0.03535790820876136,0.013567612285931192
50,SG,60,Exact,,,,20,10,0.03955881871283054,0.01424903638304919,0.03375590745960362,0.0130651378201133
50,SG,300,Exact,,,,20,10,0.0404829452931881,0.014626918546232194,0.03392835907936096,0.013460039357944115
50,SG,10,IMLE,1,10.0,1.0,10,10,0.16048383682966233,0.049042884563477294,0.16561295682229102,0.04812218521484453
50,SG,60,IMLE,1,10.0,1.0,10,10,0.06274693883955479,0.016149298413543546,0.05719682842670008,0.018768126273392447
50,SG,300,IMLE,1,10.0,1.0,10,10,0.03955439612269401,0.01458604676157245,0.033322937709419055,0.013067254170920271
50,SG,10,IMLE,1,10.0,1.0,20,10,0.14302837282419203,0.04715383463906028,0.15269979899711908,0.044288896763432034
50,SG,60,IMLE,1,10.0,1.0,20,10,0.0575355090200901,0.016213116022623594,0.0500473806867376,0.014517562446738125
50,SG,300,IMLE,1,10.0,1.0,20,10,0.03919434480369091,0.014311759124027152,0.03361345706912689,0.013089690605162237
