n,jobtype,time limit,method,n_samples,lambda_imle,sigma,step_mu,n_iter_mu,mean_relat_eval,std_relat_eval,mean_relat_test,std_relat_test
50,SG,10,Exact,,,,20,10,0.032258906476199625,0.012623717174640775,0.023718926565069704,0.011392284493866653
50,SG,60,Exact,,,,20,10,0.032056598626077175,0.012635644779098851,0.023829118817765265,0.011655954531908983
50,SG,300,Exact,,,,20,10,0.0319022898003459,0.012405095343115954,0.02367068176823668,0.01155266940282315
50,SG,10,IMLE,1,10.0,1.0,20,10,0.17634924948215486,0.044131968777734995,0.17628152152895926,0.04705859088814978
50,SG,60,IMLE,1,10.0,1.0,20,10,0.04245917968451977,0.012537247221049581,0.03496057493118569,0.0135550432044526
50,SG,300,IMLE,1,10.0,1.0,20,10,0.03079748071730137,0.013168717331912357,0.022635877327388153,0.011168528680910698
50,SG,10,SPOPlus,,,,20,10,0.15208544582128525,0.04333400889900804,0.14234890198260547,0.03534560539211886
50,SG,60,SPOPlus,,,,20,10,0.033178251348435876,0.013186044927276487,0.025585891519160943,0.011978559054170461
50,SG,300,SPOPlus,,,,20,10,0.032827635034918784,0.012774927645199705,0.024952119981497527,0.011696579353979818
