time limit,dim,keep,num_feat,num_item,num_data_train,jobtype,step_mu,num_iter_mu,method,lr,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
3600,10,1,12,100,200,SG,5,10,SPOPlus,0.001,0.2419536855071783,0.23962054401636124,0.06771960176888393,0.23646711337566376,0.23648647964000702,0.0672817098429836
60,10,1,12,100,200,SG,5,5,IMLE,0.001,0.2792056202888489,0.2818181812763214,0.08800800889730453,0.2785380780696869,0.2846153974533081,0.08178620785474777
600,10,1,12,100,200,SG,5,5,IMLE,0.001,0.2679125964641571,0.26865673065185547,0.08369384706020355,0.2681393623352051,0.269565224647522,0.07929754257202148
1800,10,1,12,100,200,SG,5,5,IMLE,0.001,0.2659528851509094,0.26605504751205444,0.08366988599300385,0.26651960611343384,0.26846057176589966,0.07870544493198395
3600,10,1,12,100,200,SG,5,5,IMLE,0.001,0.2623043754696846,0.2661636173725128,0.08250552764399442,0.2634897374138236,0.2655678391456604,0.07751921381322556
60,10,1,12,100,200,SG,20,5,SPOPlus,0.001,0.25910484790802,0.25600001215934753,0.07259068638086319,0.25680989027023315,0.2567567527294159,0.0721355602145195
600,10,1,12,100,200,SG,20,5,SPOPlus,0.001,0.25459519028663635,0.25380709767341614,0.06916353106498718,0.25231775641441345,0.25196850299835205,0.07076197117567062
1800,10,1,12,100,200,SG,20,5,SPOPlus,0.001,0.24653127789497375,0.24373576045036316,0.06392063945531845,0.23910297453403473,0.24032586812973022,0.06579405069351196
3600,10,1,12,100,200,SG,20,5,SPOPlus,0.001,0.22986610859632492,0.23132925480604172,0.06058331848620814,0.222273321531713,0.2222222238779068,0.061032187789386544
60,10,1,12,100,200,SG,5,20,SPOPlus,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,5,20,SPOPlus,0.001,0.2222900539636612,0.22683264315128326,0.0657624676823616,0.21790224313735962,0.21568627655506134,0.0617641881108284
1800,10,1,12,100,200,SG,5,20,SPOPlus,0.001,0.22028407454490662,0.22380952537059784,0.0634748563170433,0.21708530187606812,0.21511627733707428,0.06154356524348259
3600,10,1,12,100,200,SG,5,20,SPOPlus,0.001,0.21940595276653765,0.22409988194704056,0.06351299768802891,0.2160461859330535,0.21457583457231522,0.061356424701024544
60,10,1,12,100,200,SG,10,10,IMLE,0.001,0.28653427958488464,0.2857142984867096,0.0897519513964653,0.2846664488315582,0.29182878136634827,0.08340540528297424
600,10,1,12,100,200,SG,10,10,IMLE,0.001,0.26882073283195496,0.26605504751205444,0.08547769486904144,0.2667754888534546,0.2698412835597992,0.07907475531101227
1800,10,1,12,100,200,SG,10,10,IMLE,0.001,0.26737886667251587,0.2658959627151489,0.0845436379313469,0.2650166153907776,0.26846057176589966,0.07860877364873886
3600,10,1,12,100,200,SG,10,10,IMLE,0.001,0.26536379411816596,0.2659755051136017,0.084249224075186,0.2630467379316688,0.2657209634780884,0.07780645450328487
60,10,1,12,100,200,SG,5,5,SPOPlus,0.001,0.2703213393688202,0.27988338470458984,0.07601562142372131,0.27175775170326233,0.27374300360679626,0.07704668492078781
600,10,1,12,100,200,SG,5,5,SPOPlus,0.001,0.2507580816745758,0.24043716490268707,0.06964197009801865,0.24318334460258484,0.24290220439434052,0.06768517196178436
1800,10,1,12,100,200,SG,5,5,SPOPlus,0.001,0.2460930198431015,0.23602484166622162,0.06523626297712326,0.2388145625591278,0.23794212937355042,0.06618852913379669
3600,10,1,12,100,200,SG,5,5,SPOPlus,0.001,0.2396022668480873,0.23475250601768494,0.062278737445516374,0.23234692181646824,0.23291047662496567,0.0646689915222417
60,10,1,12,100,200,SG,20,10,IMLE,0.001,0.27501001954078674,0.2769230902194977,0.08408626168966293,0.2751433849334717,0.27906978130340576,0.08127503097057343
600,10,1,12,100,200,SG,20,10,IMLE,0.001,0.27128174901008606,0.26923078298568726,0.0850016325712204,0.2712569236755371,0.2750000059604645,0.08004001528024673
1800,10,1,12,100,200,SG,20,10,IMLE,0.001,0.2682020664215088,0.26923078298568726,0.08237865567207336,0.2675867974758148,0.26923078298568726,0.07899217307567596
3600,10,1,12,100,200,SG,20,10,IMLE,0.001,0.2628367628902197,0.26735588908195496,0.07902189009903318,0.2628603234142065,0.2648221254348755,0.0769827639360583
60,10,1,12,100,200,SG,10,5,IMLE,0.001,0.27754247188568115,0.2863849699497223,0.085052989423275,0.2761494815349579,0.27961164712905884,0.08130855113267899
600,10,1,12,100,200,SG,10,5,IMLE,0.001,0.2725841999053955,0.2699114978313446,0.0855383425951004,0.27188506722450256,0.2753623127937317,0.08014360815286636
1800,10,1,12,100,200,SG,10,5,IMLE,0.001,0.2694694995880127,0.2684210538864136,0.08418387174606323,0.2683860957622528,0.2713567912578583,0.0787442997097969
3600,10,1,12,100,200,SG,10,5,IMLE,0.001,0.26446016386151316,0.267238050699234,0.07917850197510821,0.2630079456195235,0.2652798593044281,0.07687016360161267
