time limit,dim,keep,num_feat,num_item,num_data_train,jobtype,step_mu,num_iter_mu,method,lr,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
60,10,1,12,100,200,SG,10,20,SPOPlus,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,10,20,SPOPlus,0.001,0.30504652857780457,0.31142857670783997,0.08257341384887695,0.31226763129234314,0.31660231947898865,0.0854068398475647
1800,10,1,12,100,200,SG,10,20,SPOPlus,0.001,0.29330071806907654,0.29936304688453674,0.08093304187059402,0.30227988958358765,0.30481284856796265,0.08108474314212799
3600,10,1,12,100,200,SG,10,20,SPOPlus,0.001,0.29324173159897327,0.3003249764442444,0.08047774739793008,0.30168329709768293,0.3047361671924591,0.08084338737371112
60,10,1,12,100,200,SG,1,10,SPOPlus,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,1,10,SPOPlus,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
1800,10,1,12,100,200,SG,1,10,SPOPlus,0.001,0.3298220932483673,0.3333333432674408,0.09889334440231323,0.3334341049194336,0.34094369411468506,0.09451072663068771
3600,10,1,12,100,200,SG,1,10,SPOPlus,0.001,0.28899134509265423,0.2958006113767624,0.08064693375624642,0.2946942334026098,0.2966426908969879,0.0803613715918881
60,10,1,12,100,200,SG,10,10,SPOPlus,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
600,10,1,12,100,200,SG,10,10,SPOPlus,0.001,0.31159695982933044,0.32278481125831604,0.08634595572948456,0.3190761208534241,0.3237704932689667,0.08648361265659332
1800,10,1,12,100,200,SG,10,10,SPOPlus,0.001,0.3071747422218323,0.31147539615631104,0.08445078879594803,0.3157344460487366,0.31979694962501526,0.08526182919740677
3600,10,1,12,100,200,SG,10,10,SPOPlus,0.001,0.3065118031203747,0.31330592930316925,0.0838506074587526,0.3151088062003255,0.31959937512874603,0.08509810254061738
60,10,1,12,100,200,SG,10,5,SPOPlus,0.001,0.3315682113170624,0.3333333432674408,0.09351569414138794,0.338701456785202,0.34343433380126953,0.09382832795381546
600,10,1,12,100,200,SG,10,5,SPOPlus,0.001,0.3093341886997223,0.3199999928474426,0.08578522503376007,0.31834709644317627,0.32095491886138916,0.08485333621501923
1800,10,1,12,100,200,SG,10,5,SPOPlus,0.001,0.3075989782810211,0.3176838755607605,0.08510062098503113,0.3170871138572693,0.3194444477558136,0.08476252108812332
3600,10,1,12,100,200,SG,10,5,SPOPlus,0.001,0.3051919412612915,0.3176257163286209,0.08203675279700953,0.31502694388478997,0.31721238791942596,0.08394053191825113
60,10,1,12,100,200,SG,1,5,SPOPlus,0.001,0.36455604434013367,0.37560975551605225,0.11301002651453018,0.37171465158462524,0.3821989595890045,0.10760722309350967
