n,jobtype,time limit,method,muloss,lr,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,SG,10,Exact,False,0.002,20,10,0.029138559475541115,0.028188064694404602,0.013030819594860077,0.02028474397957325,0.018380196765065193,0.010838127695024014
50,SG,60,Exact,False,0.002,20,10,0.028854355216026306,0.02799244597554207,0.012929742224514484,0.0202657300978899,0.01835181936621666,0.010799749754369259
50,SG,300,Exact,False,0.002,20,10,0.028854355216026306,0.02799244597554207,0.012929742224514484,0.0202657300978899,0.01835181936621666,0.010799749754369259
50,SG,600,Exact,False,0.002,20,10,0.028854353949427605,0.02799244597554207,0.012668508674511192,0.020265730246691965,0.018352465704083443,0.010799209615025956
50,LD,10,Exact,False,0.002,5,15,0.02904345467686653,0.028652913868427277,0.012659480795264244,0.02030634507536888,0.018387772142887115,0.010679762810468674
50,LD,60,Exact,False,0.002,5,15,0.02904345467686653,0.028652913868427277,0.012659480795264244,0.02030634507536888,0.018387772142887115,0.010679762810468674
50,LD,300,Exact,False,0.002,5,15,0.02904345467686653,0.028652913868427277,0.012659480795264244,0.02030634507536888,0.018387772142887115,0.010679762810468674
50,LD,600,Exact,False,0.002,5,15,0.029043451249599457,0.028652913868427277,0.012403706982750475,0.020306343922554516,0.018388140946626663,0.010679229153905238
50,SG,10,Exact,False,0.002,20,20,0.03479545935988426,0.03398916870355606,0.01316284853965044,0.026542022824287415,0.024261683225631714,0.012585536576807499
50,SG,60,Exact,False,0.002,20,20,0.028376245871186256,0.02828386425971985,0.012940170243382454,0.01993914507329464,0.018058976158499718,0.010695255361497402
50,SG,300,Exact,False,0.002,20,20,0.028376245871186256,0.02828386425971985,0.012940170243382454,0.01993914507329464,0.018058976158499718,0.010695255361497402
50,SG,600,Exact,False,0.002,20,20,0.028376242741942406,0.02828386425971985,0.012678725647558653,0.01993914504162967,0.018060344271361828,0.010694720244140034
