n,jobtype,time limit,method,muloss,lr,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,classic,10,SPOPlus,True,0.002,5,15,0.02250721864402294,0.020072683691978455,0.011845836415886879,0.028684519231319427,0.027509167790412903,0.015182875096797943
50,classic,60,SPOPlus,True,0.002,5,15,0.02047180011868477,0.01889318786561489,0.011410863138735294,0.026115717366337776,0.024474842473864555,0.01407539565116167
50,classic,300,SPOPlus,True,0.002,5,15,0.019851190969347954,0.01844978518784046,0.011477082967758179,0.025301028043031693,0.02435297891497612,0.014013957232236862
50,classic,600,SPOPlus,True,0.002,5,15,0.024931482784450055,0.024492362514138222,0.01396782840073381,0.017769786194979677,0.01600092463195324,0.010620352603556402
50,classic,10,IMLE,True,0.01,5,15,0.01943148300051689,0.017313333228230476,0.011579430662095547,0.024737417697906494,0.02496584691107273,0.013749131932854652
50,classic,60,IMLE,True,0.01,5,15,0.01943148300051689,0.017313333228230476,0.011579430662095547,0.024737417697906494,0.02496584691107273,0.013749131932854652
50,classic,300,IMLE,True,0.01,5,15,0.019198862835764885,0.01744670607149601,0.011414315551519394,0.024681655690073967,0.02413075789809227,0.013946234248578548
50,classic,600,IMLE,True,0.01,5,15,0.024677834697067736,0.02406405098736286,0.013643763919186917,0.017589299001457403,0.015791622921824455,0.010604331459246675
50,LD,10,Exact,True,0.002,5,15,0.02979378029704094,0.027225486934185028,0.012878567911684513,0.0214224923402071,0.019460519775748253,0.010939696803689003
50,LD,60,Exact,True,0.002,5,15,0.029354844242334366,0.02797207050025463,0.012918494641780853,0.020689483731985092,0.018767355009913445,0.010802832432091236
50,LD,300,Exact,True,0.002,5,15,0.029354844242334366,0.02797207050025463,0.012918494641780853,0.020689483731985092,0.018767355009913445,0.010802832432091236
50,LD,600,Exact,True,0.002,5,15,0.029354844242334366,0.02797207050025463,0.012657488237604715,0.02068948231912218,0.01876868400722742,0.010802291998469426
50,MSE,10,MSE,True,0.002,5,15,0.03230653330683708,0.02976951003074646,0.014955252408981323,0.023190908133983612,0.02116420678794384,0.011445831507444382
50,MSE,60,MSE,True,0.002,5,15,0.03230653330683708,0.02976951003074646,0.014955252408981323,0.023190908133983612,0.02116420678794384,0.011445831507444382
50,MSE,300,MSE,True,0.002,5,15,0.03230653330683708,0.02976951003074646,0.014955252408981323,0.023190908133983612,0.02116420678794384,0.011445831507444382
50,MSE,600,MSE,True,0.002,5,15,0.032306534200906754,0.02976951003074646,0.014653094765796994,0.02319090981890913,0.021165991201996803,0.011445259004002199
50,SG,10,Exact,True,0.002,20,10,0.03291637822985649,0.03066008724272251,0.013309524394571781,0.024157697334885597,0.022184954956173897,0.011980502866208553
50,SG,60,Exact,True,0.002,20,10,0.031930919736623764,0.0303023811429739,0.012930736877024174,0.024003339931368828,0.022078916430473328,0.011601763777434826
50,SG,300,Exact,True,0.002,20,10,0.031930919736623764,0.0303023811429739,0.012930736877024174,0.024003339931368828,0.022078916430473328,0.011601763777434826
50,SG,600,Exact,True,0.002,20,10,0.031930918283760545,0.0303023811429739,0.012669482763939026,0.02400334117973689,0.02208242565393448,0.011601183910721428
50,SG,10,Exact,True,0.002,20,20,0.03642952814698219,0.03573404252529144,0.01423483807593584,0.027670012786984444,0.025687474757432938,0.01217202190309763
50,SG,60,Exact,True,0.002,20,20,0.03223642334342003,0.03104388527572155,0.013196221552789211,0.023872969672083855,0.021997883915901184,0.01160835288465023
50,SG,300,Exact,True,0.002,20,20,0.03223642334342003,0.03104388527572155,0.013196221552789211,0.023872969672083855,0.021997883915901184,0.01160835288465023
50,SG,600,Exact,True,0.002,20,20,0.03218446183949709,0.02993534877896309,0.012896685567108103,0.023721108382893725,0.02179161924868822,0.011749767616085746
