n,jobtype,time limit,method,muloss,lr,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,LD,10,Exact,False,0.002,5,15,0.029323725029826164,0.02807915396988392,0.013056942261755466,0.02036341466009617,0.018452193588018417,0.010760118253529072
50,LD,60,Exact,False,0.002,5,15,0.029323725029826164,0.02807915396988392,0.013056942261755466,0.02036341466009617,0.018452193588018417,0.010760118253529072
50,LD,300,Exact,False,0.002,5,15,0.029323725029826164,0.02807915396988392,0.013056942261755466,0.02036341466009617,0.018452193588018417,0.010760118253529072
50,LD,600,Exact,False,0.002,5,15,0.029323726780712604,0.02807915396988392,0.012793138078538631,0.020363414282165468,0.018453375436365604,0.010759579851268198
50,SG,10,Exact,False,0.002,20,10,0.02949472889304161,0.028168976306915283,0.013298798352479935,0.020377429202198982,0.018445463851094246,0.010867678560316563
50,SG,60,Exact,False,0.002,20,10,0.028937870636582375,0.027697566896677017,0.013096983544528484,0.020131701603531837,0.018246803432703018,0.010759636759757996
50,SG,300,Exact,False,0.002,20,10,0.028937870636582375,0.027697566896677017,0.013096983544528484,0.020131701603531837,0.018246803432703018,0.010759636759757996
50,SG,600,Exact,False,0.002,20,10,0.02893787082284689,0.027697566896677017,0.012832370929071885,0.020131700885016472,0.018249232321977615,0.010759098388791901
50,SG,10,Exact,False,0.002,20,20,0.03364298865199089,0.030046209692955017,0.01506398431956768,0.02322477102279663,0.02137713134288788,0.011937478557229042
50,SG,60,Exact,False,0.002,20,20,0.029063386842608452,0.02733725681900978,0.013148638419806957,0.020198266953229904,0.01832415908575058,0.010765407234430313
50,SG,300,Exact,False,0.002,20,20,0.029063386842608452,0.02733725681900978,0.013148638419806957,0.020198266953229904,0.01832415908575058,0.010765407234430313
50,SG,600,Exact,False,0.002,20,20,0.02906338609755039,0.02733725681900978,0.012882981637650654,0.020198267839848995,0.018325122073292732,0.010764869107590754
