n,jobtype,time limit,method,muloss,lr,step_mu,n_iter_mu,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
50,classic,10,SPOPlus,True,0.002,5,15,0.021521534770727158,0.01938631385564804,0.011985567398369312,0.02715257927775383,0.024783316999673843,0.015402592718601227
50,classic,60,SPOPlus,True,0.002,5,15,0.02027856558561325,0.01909666880965233,0.011491264216601849,0.02567441016435623,0.0251978300511837,0.01411693636327982
50,classic,300,SPOPlus,True,0.002,5,15,0.019820233806967735,0.018535764887928963,0.01152164489030838,0.025289390236139297,0.024226240813732147,0.013974720612168312
50,classic,600,SPOPlus,True,0.002,5,15,0.024942353684455156,0.02468809112906456,0.013972144326779684,0.01776969021060504,0.01599385216832161,0.01062042351635958
50,classic,10,IMLE,True,0.01,5,15,0.019295327365398407,0.0176992304623127,0.011318298056721687,0.02460191771388054,0.02396406978368759,0.013346088118851185
50,classic,60,IMLE,True,0.01,5,15,0.019295327365398407,0.0176992304623127,0.011318298056721687,0.02460191771388054,0.02396406978368759,0.013346088118851185
50,classic,300,IMLE,True,0.01,5,15,0.019135745242238045,0.01768866926431656,0.011354244314134121,0.024600721895694733,0.02357870154082775,0.013963229954242706
50,classic,600,IMLE,True,0.01,5,15,0.024600722678005695,0.02357870154082775,0.013681115320272424,0.017597277476650196,0.015781879425048828,0.01060179870861961
50,LD,10,Exact,True,0.002,5,15,0.030995510518550873,0.03062589466571808,0.012941588647663593,0.022467538714408875,0.020677665248513222,0.011185056529939175
50,LD,60,Exact,True,0.002,5,15,0.030995510518550873,0.03062589466571808,0.012941588647663593,0.022467538714408875,0.020677665248513222,0.011185056529939175
50,LD,300,Exact,True,0.002,5,15,0.030995510518550873,0.03062589466571808,0.012941588647663593,0.022467538714408875,0.020677665248513222,0.011185056529939175
50,LD,600,Exact,True,0.002,5,15,0.03099550984799862,0.03062589466571808,0.01268011510917226,0.022467537124617958,0.02067848201841116,0.011184497660453072
50,MSE,10,MSE,True,0.002,5,15,0.032701823860406876,0.029337914660573006,0.015215342864394188,0.023479057475924492,0.021413298323750496,0.011426064185798168
50,MSE,60,MSE,True,0.002,5,15,0.03258339315652847,0.029500413686037064,0.015007509849965572,0.02332456037402153,0.021270157769322395,0.011437252163887024
50,MSE,300,MSE,True,0.002,5,15,0.0325394906103611,0.029514003545045853,0.01497388444840908,0.023287568241357803,0.021262018010020256,0.011425837874412537
50,MSE,600,MSE,True,0.002,5,15,0.03253949351608753,0.029514003545045853,0.014671350483176176,0.023287569458479995,0.02126457542181015,0.011425266184240645
50,SG,10,Exact,True,0.002,20,20,0.03538626804947853,0.03392937406897545,0.014638395980000496,0.02743767946958542,0.025761710479855537,0.012362777255475521
50,SG,60,Exact,True,0.002,20,20,0.03193791210651398,0.03108474798500538,0.013019885867834091,0.02380700409412384,0.0220287274569273,0.011806774884462357
50,SG,300,Exact,True,0.002,20,20,0.03193791210651398,0.03108474798500538,0.013019885867834091,0.02380700409412384,0.0220287274569273,0.011806774884462357
50,SG,600,Exact,True,0.002,20,20,0.0319379124417901,0.03108474798500538,0.012756831195622495,0.02380700543716084,0.022028813138604164,0.011806184854362287
50,SG,10,Exact,True,0.002,20,10,0.0321357399225235,0.030938738957047462,0.012871313840150833,0.0241682305932045,0.02235986478626728,0.012006956152617931
50,SG,60,Exact,True,0.002,20,10,0.0321357399225235,0.030938738957047462,0.012871313840150833,0.0241682305932045,0.02235986478626728,0.012006956152617931
50,SG,300,Exact,True,0.002,20,10,0.03211824968457222,0.029777834191918373,0.013091213069856167,0.02374274842441082,0.02180621214210987,0.011763707734644413
50,SG,600,Exact,True,0.002,20,10,0.03199459332972765,0.029721075668931007,0.012948544715154076,0.02361298449009191,0.021654249168932438,0.011804078006183221
